ExpID: 1760937984
Start Location: 561
Number of Location: 300
StartTime: 2025-10-20 01:26:24.876374

Item: 561, Location ID: 5lwfzDU2JJ72AvMWwwUqew_37.787937_-122.413420, lat:37.787937, long:-122.41342, alt159, time(sec): 95.42525577545166
Item: 562, Location ID: iQXrCd9yrGfrM-KEaLHVQw_37.765103_-122.446817, lat:37.765103, long:-122.446817, alt216, time(sec): 97.31924104690552
Item: 563, Location ID: RhtFcINbdekXa3VZGU7dyg_37.747440_-122.404576, lat:37.74744, long:-122.404576, alt122, time(sec): 117.23204803466797
Item: 564, Location ID: JdWN8GfZt2d6JiWwXitlZw_37.758754_-122.417438, lat:37.758754, long:-122.417438, alt116, time(sec): 170.33764958381653
Item: 565, Location ID: oLn_7H-s9bQlYI7RRaM0fA_37.777926_-122.408214, lat:37.777926, long:-122.408214, alt108, time(sec): 243.36252069473267
Item: 566, Location ID: xK5hl4qpIVGyZDmtpDkujQ_37.766193_-122.400518, lat:37.766193, long:-122.400518, alt104, time(sec): 255.29252862930298
Item: 567, Location ID: 6TBXZvf5Suo6QRMuydXRkg_37.745141_-122.429762, lat:37.745141, long:-122.429762, alt164, time(sec): 293.3951840400696
Item: 568, Location ID: sTzP9ia3yxwHUnVhE4vAWw_37.773730_-122.391474, lat:37.77373, long:-122.391474, alt106, time(sec): 418.3360755443573
Item: 569, Location ID: bS62hGZGBhbW5L1UZ894Xg_37.763982_-122.440100, lat:37.763982, long:-122.4401, alt205, time(sec): 464.84074211120605
Item: 570, Location ID: X1axnNdSSVPula2JITyM6A_37.766513_-122.450136, lat:37.766513, long:-122.450136, alt194, time(sec): 485.2459809780121
Item: 571, Location ID: ZObJYg4dz99t1tZVBof9fQ_37.755226_-122.395339, lat:37.755226, long:-122.395339, alt160, time(sec): 586.2951040267944
Item: 572, Location ID: JTie2MQO3wEA5XfjBVEu_g_37.755279_-122.434467, lat:37.755279, long:-122.434467, alt203, time(sec): 412.3247022628784
Item: 573, Location ID: ZNsQQWuXpXp8Lo7__eMllg_37.782719_-122.430074, lat:37.782719, long:-122.430074, alt140, time(sec): 84.33724021911621
Item: 574, Location ID: l_okWxLITjotTARa5eHPhQ_37.788456_-122.414886, lat:37.788456, long:-122.414886, alt169, time(sec): 91.30980277061462
Item: 575, Location ID: 23eoI9OTrjMCAD2AOVhm_w_37.766922_-122.389786, lat:37.766922, long:-122.389786, alt102, time(sec): 85.2266309261322
Item: 576, Location ID: TAsKCctJMjZLQOqHcEwCeQ_37.757513_-122.424463, lat:37.757513, long:-122.424463, alt146, time(sec): 80.19017004966736
Item: 577, Location ID: x1KaBZCb_kYllypqGh2zMQ_37.748334_-122.401946, lat:37.748334, long:-122.401946, alt104, time(sec): 74.27719807624817
Item: 578, Location ID: p2qscEN8pL5vkqvRqLLHyA_37.752998_-122.449737, lat:37.752998, long:-122.449737, alt308, time(sec): 97.26489925384521
Item: 579, Location ID: qidDmecvrjxfU4SYzW5aIg_37.758131_-122.414667, lat:37.758131, long:-122.414667, alt115, time(sec): 79.34608459472656
Item: 580, Location ID: SOsE92QlPZd953UWGJWxrw_37.753694_-122.443190, lat:37.753694, long:-122.44319, alt264, time(sec): 80.2529718875885
Item: 581, Location ID: yUVbQ-5oyi0Kiwm17TpQrA_37.787386_-122.430758, lat:37.787386, long:-122.430758, alt163, time(sec): 83.33823442459106
Item: 582, Location ID: kh8SjqbixE5KLSkWyhx5gA_37.746502_-122.412534, lat:37.746502, long:-122.412534, alt128, time(sec): 79.20022749900818
Item: 583, Location ID: oFXu4OfDRVJTkUg9lNRQqA_37.737879_-122.445667, lat:37.737879, long:-122.445667, alt284, time(sec): 91.15054368972778
Item: 584, Location ID: j-8rK9aA2DhaNN0vTuzPTg_37.771800_-122.393400, lat:37.7718, long:-122.3934, alt104, time(sec): 79.26381063461304
Item: 585, Location ID: FBFkvwSz_Q8Yf-fYf7APHw_37.768002_-122.394221, lat:37.768002, long:-122.394221, alt103, time(sec): 76.29289555549622
Item: 586, Location ID: sj02wUAMHAsO5OxQlbozCw_37.744367_-122.446087, lat:37.744367, long:-122.446087, alt237, time(sec): 73.36854124069214
Item: 587, Location ID: bnWpTwKOzWdeqTWBxOkvcw_37.765761_-122.429929, lat:37.765761, long:-122.429929, alt135, time(sec): 81.20160031318665
Item: 588, Location ID: rTlh9l3awQ2MvcFJfDGVDQ_37.740090_-122.420579, lat:37.74009, long:-122.420579, alt158, time(sec): 85.32317328453064
Item: 589, Location ID: Nyp0qjeVPGMm532WG1A3TA_37.748681_-122.424398, lat:37.748681, long:-122.424398, alt151, time(sec): 81.4481291770935
Item: 590, Location ID: 4ZJrVNYI3tGExUInKsrpNQ_37.766383_-122.390845, lat:37.766383, long:-122.390845, alt102, time(sec): 81.32311487197876
Item: 591, Location ID: 0_YpZyrdoS6mkqbqeSYilA_37.736988_-122.397879, lat:37.736988, long:-122.397879, alt118, time(sec): 80.29724764823914
Item: 592, Location ID: FIF5AJ8zGwl8J9QzXk-08A_37.772218_-122.438955, lat:37.772218, long:-122.438955, alt176, time(sec): 84.4305648803711
Item: 593, Location ID: im4XaLeVxBsIE-arC6TwGw_37.768393_-122.407262, lat:37.768393, long:-122.407262, alt107, time(sec): 82.26111769676208
Item: 594, Location ID: tkgEryHAxSSnfc8v8FSRTQ_37.746419_-122.424749, lat:37.746419, long:-122.424749, alt133, time(sec): 77.27135682106018
Item: 595, Location ID: KDY6bT_nROrSs7Tk1RcAzA_37.775421_-122.412701, lat:37.775421, long:-122.412701, alt114, time(sec): 86.31491780281067
Item: 596, Location ID: M5Jv8phhgfgz5KE9ClmnnA_37.757532_-122.407771, lat:37.757532, long:-122.407771, alt116, time(sec): 80.34368085861206
Item: 597, Location ID: 3b0Igm_YKORmP9KNLniRFg_37.763452_-122.411273, lat:37.763452, long:-122.411273, alt115, time(sec): 79.28118705749512
Item: 598, Location ID: Xid9ny9TSWY5LT8OFPVTSA_37.737038_-122.429377, lat:37.737038, long:-122.429377, alt200, time(sec): 85.22800016403198
Item: 599, Location ID: 9cxr8n0xglkJ32bNed1yfA_37.751131_-122.440679, lat:37.751131, long:-122.440679, alt206, time(sec): 75.39728951454163
Item: 600, Location ID: sSMtwigZUifPA-gtaUHJQA_37.772174_-122.418009, lat:37.772174, long:-122.418009, alt113, time(sec): 85.26800346374512
Item: 601, Location ID: OnNT12DVFRZCl6kv0I_tNQ_37.752205_-122.409100, lat:37.752205, long:-122.4091, alt116, time(sec): 78.3395185470581
Item: 602, Location ID: M7YYbfK9ecd7ZL-BLuLaOw_37.737324_-122.400126, lat:37.737324, long:-122.400126, alt120, time(sec): 76.34093475341797
Item: 603, Location ID: JbwRNH6j-kRBAP95GnB3sA_37.748036_-122.390304, lat:37.748036, long:-122.390304, alt100, time(sec): 77.24736380577087
Item: 604, Location ID: FmTZ2TMgVxJTNvJqVJTeEw_37.761231_-122.397562, lat:37.761231, long:-122.397562, alt138, time(sec): 80.3457772731781
Item: 605, Location ID: _9yw4ugarXHDY4IshNFKeA_37.778931_-122.429668, lat:37.778931, long:-122.429668, alt133, time(sec): 79.3451156616211
Item: 606, Location ID: URvSJAdCAXXct40q3Rngyg_37.790341_-122.449141, lat:37.790341, long:-122.449141, alt187, time(sec): 94.38807344436646
Item: 607, Location ID: f3N_ZRUNqtMzR5xtqUN9Bg_37.739957_-122.421441, lat:37.739957, long:-122.421441, alt158, time(sec): 77.33127450942993
Item: 608, Location ID: BLWVZXEZKQbJkZe0UDNFWA_37.780069_-122.445974, lat:37.780069, long:-122.445974, alt196, time(sec): 88.45670199394226
Item: 609, Location ID: iDTsOrKawEeloWHzaJp5fg_37.762160_-122.441103, lat:37.76216, long:-122.441103, alt187, time(sec): 75.31299591064453
Item: 610, Location ID: WA_OfWerjZzJy6MouNasvg_37.756012_-122.436457, lat:37.756012, long:-122.436457, alt208, time(sec): 81.32942175865173
Item: 611, Location ID: -EvoO_t-eM3rj0c3AIfG9w_37.765725_-122.413217, lat:37.765725, long:-122.413217, alt111, time(sec): 78.35742735862732
Item: 612, Location ID: en0RstMSviXAx9Dc6_3yOw_37.750703_-122.430611, lat:37.750703, long:-122.430611, alt152, time(sec): 77.23290824890137
Item: 613, Location ID: 1leQq6QrQEf2TLxkxyoTsA_37.777578_-122.436621, lat:37.777578, long:-122.436621, alt168, time(sec): 84.3842043876648
Item: 614, Location ID: _Lf9X5_1BymTJHevsC04qw_37.748025_-122.421831, lat:37.748025, long:-122.421831, alt125, time(sec): 76.23780751228333
Item: 615, Location ID: -kHLVGtoxpVtShtn81TI4w_37.737311_-122.421976, lat:37.737311, long:-122.421976, alt175, time(sec): 83.32470393180847
Item: 616, Location ID: N00tOFB635PiHyqeOj-O9A_37.789004_-122.447644, lat:37.789004, long:-122.447644, alt198, time(sec): 88.30029726028442
Item: 617, Location ID: Qokb8181CrSOuPRIda9oKQ_37.764083_-122.410398, lat:37.764083, long:-122.410398, alt116, time(sec): 89.36430263519287
Item: 618, Location ID: BcPL2DRbC0GMkZxvzOvBEA_37.749286_-122.427783, lat:37.749286, long:-122.427783, alt146, time(sec): 118.39180064201355
Item: 619, Location ID: TVqwbSB1ci2NJ9j11gJ_VA_37.789473_-122.439019, lat:37.789473, long:-122.439019, alt172, time(sec): 184.22296166419983
Item: 620, Location ID: UHxaSCZOJFyaVMZDWDfWjQ_37.738325_-122.440088, lat:37.738325, long:-122.440088, alt206, time(sec): 232.24852228164673
Item: 621, Location ID: roUY7WyKIHfmhOkWyICk8Q_37.777909_-122.412587, lat:37.777909, long:-122.412587, alt113, time(sec): 358.18579387664795
Item: 622, Location ID: Vv_xLEsJ36NBkQy5DLHvQA_37.775331_-122.408590, lat:37.775331, long:-122.40859, alt107, time(sec): 345.234023809433
Item: 623, Location ID: akBPariHOE0pMrmYJ5OasA_37.760965_-122.447121, lat:37.760965, long:-122.447121, alt240, time(sec): 416.3045930862427
Item: 624, Location ID: naXw_Y6LNmgJjkHrlxHp6g_37.788565_-122.447104, lat:37.788565, long:-122.447104, alt190, time(sec): 554.2687108516693
Item: 625, Location ID: cg4WEDV56CMvJ8UmPHmbYg_37.764719_-122.444637, lat:37.764719, long:-122.444637, alt245, time(sec): 606.2768270969391
Item: 626, Location ID: rqGi5SyxFu7us6ip3y2vhw_37.763632_-122.400916, lat:37.763632, long:-122.400916, alt111, time(sec): 507.29486107826233
Item: 627, Location ID: 20Z2iNb7w4HuMJHt4ySYdg_37.741502_-122.394120, lat:37.741502, long:-122.39412, alt101, time(sec): 206.3015375137329
Item: 628, Location ID: 7if33SHI7WUTyLzVRp_g6A_37.738296_-122.392687, lat:37.738296, long:-122.392687, alt108, time(sec): 73.23112726211548
Item: 629, Location ID: snUg2tBnf03oqc9S4rBiDA_37.742715_-122.429775, lat:37.742715, long:-122.429775, alt149, time(sec): 78.08466577529907
Item: 630, Location ID: tOzBKOIpovRrFQbkjoPZZQ_37.754344_-122.408352, lat:37.754344, long:-122.408352, alt119, time(sec): 103.07725262641907
Item: 631, Location ID: B4JBegrzVoFTQXgWS-AAyQ_37.750566_-122.390492, lat:37.750566, long:-122.390492, alt104, time(sec): 135.08573484420776
Item: 632, Location ID: ijqkHsSXnetb7Cw-czwsBw_37.763252_-122.395636, lat:37.763252, long:-122.395636, alt123, time(sec): 199.04406785964966
