ExpID: 1761032908
Start Location: 802
Number of Location: 300
StartTime: 2025-10-21 03:48:28.340106

Item: 802, Location ID: _qakk-_UWKFcp6zeayf6jQ_37.750580_-122.442764, lat:37.75058, long:-122.442764, alt245, time(sec): 74.18593692779541
Item: 803, Location ID: y-LDzWiYG4caJ6dMJx_Qtw_37.740321_-122.437746, lat:37.740321, long:-122.437746, alt285, time(sec): 118.36419606208801
Item: 804, Location ID: c9FlOoV8iT7WGur7Sz5KjQ_37.771347_-122.394156, lat:37.771347, long:-122.394156, alt104, time(sec): 168.18811869621277
Item: 805, Location ID: TnNofU6ejMyJWlsUXqjeOA_37.747619_-122.433732, lat:37.747619, long:-122.433732, alt181, time(sec): 207.26606059074402
Item: 806, Location ID: uI53hbsRJ9XBjEVViPMDMQ_37.753365_-122.391367, lat:37.753365, long:-122.391367, alt111, time(sec): 238.2874038219452
Item: 807, Location ID: kQhoie7UTBuJr5WnqCZdlA_37.786724_-122.405717, lat:37.786724, long:-122.405717, alt144, time(sec): 536.3598935604095
Item: 808, Location ID: bT6A8DTYg21TEmKEVpD8aA_37.764449_-122.396735, lat:37.764449, long:-122.396735, alt113, time(sec): 388.11475443840027
Item: 809, Location ID: ssP_tbmg9BqjFRtcF8YWWA_37.758831_-122.429498, lat:37.758831, long:-122.429498, alt167, time(sec): 432.29440474510193
Item: 810, Location ID: 1oBXuC7ccf2190_8TIF5Pg_37.764123_-122.445317, lat:37.764123, long:-122.445317, alt243, time(sec): 606.3360373973846
Item: 811, Location ID: v-4MSG5hcT3uKo8OuNuEow_37.760942_-122.434993, lat:37.760942, long:-122.434993, alt139, time(sec): 450.2191081047058
Item: 812, Location ID: yrrsPIj_MecNQqrDx_kKvA_37.764179_-122.389908, lat:37.764179, long:-122.389908, alt109, time(sec): 417.1568341255188
Item: 813, Location ID: VsPENKWs5hTSfPeIkvCwxQ_37.766828_-122.448019, lat:37.766828, long:-122.448019, alt209, time(sec): 88.36529994010925
Item: 814, Location ID: sqxfd9RrSr-oAqeB84JZ6A_37.739301_-122.437933, lat:37.739301, long:-122.437933, alt264, time(sec): 69.23619437217712
Item: 815, Location ID: nyPGbNqSG47bHOE1yTzdSA_37.770023_-122.437791, lat:37.770023, long:-122.437791, alt187, time(sec): 51.18977212905884
Item: 816, Location ID: QOo11eR4zD5WF-1uoJKLZA_37.743058_-122.417590, lat:37.743058, long:-122.41759, alt180, time(sec): 51.43329644203186
Item: 817, Location ID: VSCObInTp09aY3twXa0oYA_37.756063_-122.441833, lat:37.756063, long:-122.441833, alt243, time(sec): 51.38123846054077
Item: 818, Location ID: oyUEo9oe_3gqcx5QubidSg_37.769981_-122.425987, lat:37.769981, long:-122.425987, alt137, time(sec): 51.24315118789673
Item: 819, Location ID: mk1YikhaZ0neBbXuu6Uf4Q_37.737147_-122.418381, lat:37.737147, long:-122.418381, alt176, time(sec): 51.167397022247314
Item: 820, Location ID: F4ZlTjd5HEJCFXG0P-9fsw_37.766360_-122.397896, lat:37.76636, long:-122.397896, alt105, time(sec): 51.31498456001282
Item: 821, Location ID: kM9Gvz7pfU3HzkkHAJkchQ_37.785769_-122.447286, lat:37.785769, long:-122.447286, alt192, time(sec): 51.28536248207092
Item: 822, Location ID: scwQGOnI9X8CNuRlZmn0mg_37.751001_-122.426203, lat:37.751001, long:-122.426203, alt157, time(sec): 51.390291929244995
Item: 823, Location ID: Ao5H5_R5yX6NEYfWWPQ_xg_37.750851_-122.406213, lat:37.750851, long:-122.406213, alt111, time(sec): 51.23508548736572
Item: 824, Location ID: LMM2DwA9NacmONQQWTaXXw_37.741269_-122.408805, lat:37.741269, long:-122.408805, alt150, time(sec): 51.282262086868286
Item: 825, Location ID: X2nTW-Myl0lTOdll-jlEMw_37.785183_-122.446526, lat:37.785183, long:-122.446526, alt180, time(sec): 51.27160692214966
Item: 826, Location ID: e5c2fwWgsbwFaTxjYx615Q_37.738751_-122.408984, lat:37.738751, long:-122.408984, alt132, time(sec): 51.16884183883667
Item: 827, Location ID: 16W0IlsTdQ2__2xtdz6r_A_37.757547_-122.437964, lat:37.757547, long:-122.437964, alt174, time(sec): 51.33088517189026
Item: 828, Location ID: SzZBUYgDjC4zH3VdscbNFg_37.758807_-122.416635, lat:37.758807, long:-122.416635, alt116, time(sec): 51.339481353759766
Item: 829, Location ID: c-F6LTKhSVBtbczZ6KWPpg_37.768037_-122.407728, lat:37.768037, long:-122.407728, alt113, time(sec): 51.41596174240112
Item: 830, Location ID: t0mijSEv4JStxgjgrddqCw_37.765814_-122.418689, lat:37.765814, long:-122.418689, alt108, time(sec): 51.21142053604126
Item: 831, Location ID: mM-P1kQ53rfdMZgGDHYVWg_37.789926_-122.398620, lat:37.789926, long:-122.39862, alt104, time(sec): 51.407012701034546
Item: 832, Location ID: sk-6B8gB7a-9DCmCPovI_g_37.780134_-122.419437, lat:37.780134, long:-122.419437, alt133, time(sec): 51.2026469707489
Item: 833, Location ID: okcSJIC7GZmc-jz8jwPb6w_37.748936_-122.448094, lat:37.748936, long:-122.448094, alt324, time(sec): 51.25550675392151
Item: 834, Location ID: W1u271mKK2Aa_VqZnlS2Pw_37.761620_-122.416081, lat:37.76162, long:-122.416081, alt109, time(sec): 51.33850979804993
Item: 835, Location ID: 2fshnNWTlvrOfWJVderZSg_37.740138_-122.433590, lat:37.740138, long:-122.43359, alt248, time(sec): 51.214744091033936
Item: 836, Location ID: 8Gal_8AeTbXzC1o03AKRfA_37.771348_-122.411611, lat:37.771348, long:-122.411611, alt111, time(sec): 51.30053210258484
Item: 837, Location ID: 3VHJhugiCsUuHvKBOEqQSA_37.766854_-122.391059, lat:37.766854, long:-122.391059, alt100, time(sec): 51.415804862976074
Item: 838, Location ID: Au_Ksuvb8pppdXt28JzhnQ_37.761724_-122.421750, lat:37.761724, long:-122.42175, alt112, time(sec): 51.205015659332275
Item: 839, Location ID: -s_8mlA9xmgfSZGSVQgwCA_37.755258_-122.401717, lat:37.755258, long:-122.401717, alt145, time(sec): 51.413511753082275
Item: 840, Location ID: EFqk-WdLItshLOXN_69VIw_37.769731_-122.436809, lat:37.769731, long:-122.436809, alt183, time(sec): 51.20063400268555
Item: 841, Location ID: kgjRn1FwaKkRPN0nBz0isw_37.770708_-122.441989, lat:37.770708, long:-122.441989, alt189, time(sec): 51.3760724067688
Item: 842, Location ID: MTrlr3F-sUKkpShaaSKyiA_37.763581_-122.392439, lat:37.763581, long:-122.392439, alt119, time(sec): 51.40630531311035
Item: 843, Location ID: oze71MfwdD_SLImq9DAezA_37.755187_-122.441650, lat:37.755187, long:-122.44165, alt248, time(sec): 51.23159885406494
Item: 844, Location ID: I2FDYS1asCynicmFE0f6uQ_37.757652_-122.397079, lat:37.757652, long:-122.397079, alt160, time(sec): 51.189908266067505
Item: 845, Location ID: dC0_EhdhQtJB5htyHIwtpw_37.784129_-122.422310, lat:37.784129, long:-122.42231, alt158, time(sec): 51.347951889038086
Item: 846, Location ID: P9JvqcYfRogAfKIhX5_Ijg_37.781701_-122.390313, lat:37.781701, long:-122.390313, alt117, time(sec): 51.252829790115356
Item: 847, Location ID: 2g4ZHS0u3fEMs3ZlId331w_37.771176_-122.415643, lat:37.771176, long:-122.415643, alt110, time(sec): 51.30400061607361
Item: 848, Location ID: HvaGZEhr7orDHoYoun8VDg_37.769103_-122.414544, lat:37.769103, long:-122.414544, alt107, time(sec): 51.28566384315491
Item: 849, Location ID: Md1k-452Zkm26_zGui71CA_37.748411_-122.415975, lat:37.748411, long:-122.415975, alt116, time(sec): 51.263591289520264
Item: 850, Location ID: ouNni6Hh7h7Oq-QytiPOVQ_37.770092_-122.405457, lat:37.770092, long:-122.405457, alt106, time(sec): 51.29419994354248
Item: 851, Location ID: RbJVan4CJ3h7fh4yllsX3w_37.763976_-122.404416, lat:37.763976, long:-122.404416, alt126, time(sec): 51.27596116065979
Item: 852, Location ID: bzCS8K_93PpfHhHnlggfqQ_37.761745_-122.442831, lat:37.761745, long:-122.442831, alt200, time(sec): 51.40117573738098
Item: 853, Location ID: 8GT8qP3OjD_1d2CF4-MnGw_37.753714_-122.426519, lat:37.753714, long:-122.426519, alt147, time(sec): 51.26937413215637
Item: 854, Location ID: NvJRlZDNitaoxX7Qhzwwfw_37.744044_-122.433865, lat:37.744044, long:-122.433865, alt203, time(sec): 51.19446659088135
Item: 855, Location ID: 3rOyHqIfo1ca54QAJWPXfw_37.770556_-122.391861, lat:37.770556, long:-122.391861, alt101, time(sec): 51.30597901344299
Item: 856, Location ID: MGWv5afu6yruueZK8fP25Q_37.756725_-122.402793, lat:37.756725, long:-122.402793, alt143, time(sec): 51.24954891204834
Item: 857, Location ID: Q-lEJgEDdiAwyurR-VhEUg_37.784521_-122.390025, lat:37.784521, long:-122.390025, alt111, time(sec): 51.33963322639465
Item: 858, Location ID: QRbYKolbCtbaJHbv3kZdWQ_37.754951_-122.438892, lat:37.754951, long:-122.438892, alt202, time(sec): 51.25409293174744
Item: 859, Location ID: eKx3sahkOAr7V2TbHe-CFw_37.737378_-122.430006, lat:37.737378, long:-122.430006, alt210, time(sec): 51.2437379360199
Item: 860, Location ID: O5KmvlZ9SJbYZNhCh-43Yw_37.758630_-122.390288, lat:37.75863, long:-122.390288, alt115, time(sec): 51.34924554824829
Item: 861, Location ID: vylJdz3WeOOeRzzuNihecw_37.756545_-122.430151, lat:37.756545, long:-122.430151, alt208, time(sec): 51.4037721157074
Item: 862, Location ID: FefKeND84cqWavJetMi3TA_37.766462_-122.437041, lat:37.766462, long:-122.437041, alt183, time(sec): 51.29661464691162
Item: 863, Location ID: g741JE2o95Zc6UdUmGmSuw_37.747321_-122.446779, lat:37.747321, long:-122.446779, alt280, time(sec): 51.30627202987671
Item: 864, Location ID: 7z-TnNdka4doH5s3Y6mG3A_37.741262_-122.405705, lat:37.741262, long:-122.405705, alt102, time(sec): 51.325262784957886
Item: 865, Location ID: RoTpzahrQMtqU8JyL_3MjQ_37.788025_-122.428643, lat:37.788025, long:-122.428643, alt168, time(sec): 51.32302403450012
Item: 866, Location ID: 3cU9AJrCP5-MyHvMqd9HOQ_37.759487_-122.423595, lat:37.759487, long:-122.423595, alt120, time(sec): 51.26599621772766
Item: 867, Location ID: FXLnwQbfcbMgU4ob6ptsKg_37.762818_-122.417307, lat:37.762818, long:-122.417307, alt110, time(sec): 51.32694053649902
Item: 868, Location ID: a8E-GOWEpZGmi6mP2M5g3Q_37.766974_-122.429536, lat:37.766974, long:-122.429536, alt130, time(sec): 51.24855709075928
Item: 869, Location ID: Vg16veY8gBaaSd-weVoYBQ_37.737758_-122.432405, lat:37.737758, long:-122.432405, alt234, time(sec): 51.26126551628113
Item: 870, Location ID: 2bzTX5NRF6dfm2GEnPz78w_37.777768_-122.416358, lat:37.777768, long:-122.416358, alt134, time(sec): 51.30918073654175
Item: 871, Location ID: VRE9O8lGioQJgC0-IMFi0A_37.764133_-122.437336, lat:37.764133, long:-122.437336, alt193, time(sec): 51.286593437194824
Item: 872, Location ID: 0p84p5mqNWcGUnLM1-haXw_37.787919_-122.441349, lat:37.787919, long:-122.441349, alt158, time(sec): 51.27556395530701
Item: 873, Location ID: zCbLCiYxk5beWawAGkeDLQ_37.752679_-122.411555, lat:37.752679, long:-122.411555, alt116, time(sec): 51.33589291572571
Item: 874, Location ID: LI1s9Hqvdkz1PvxhzeZGIQ_37.764820_-122.392923, lat:37.76482, long:-122.392923, alt100, time(sec): 51.28725028038025
Item: 875, Location ID: VEMIIDzKebrZHu6AqLZnFg_37.781449_-122.412136, lat:37.781449, long:-122.412136, alt120, time(sec): 51.31753206253052
Item: 876, Location ID: ulMnXAZ9Ov3ZdB_vGW3hVQ_37.760712_-122.425938, lat:37.760712, long:-122.425938, alt120, time(sec): 51.269683837890625
Item: 877, Location ID: MJ5pJBr5vHrhqrLhL2TY3g_37.780040_-122.420583, lat:37.78004, long:-122.420583, alt128, time(sec): 51.21491575241089
Item: 878, Location ID: U-ChncP7G01TmDAvPEsKng_37.773038_-122.437995, lat:37.773038, long:-122.437995, alt164, time(sec): 51.33242964744568
Item: 879, Location ID: U8OVjQoET4kjUE_mncvx7A_37.772675_-122.437381, lat:37.772675, long:-122.437381, alt162, time(sec): 51.330108642578125
