ExpID: 1768644652
Start Location: 0
Location: NewYork_sat
Number of Location: 3000
StartTime: 2026-01-17 05:10:52.909529

Item: 0, Location ID: mV03A1slFYHFCQyqBj0noQ_40.761530_-73.978469, lat:40.76153, long:-73.978469, alt2121, time(sec): 19.102474689483643
Item: 1, Location ID: CluVY67NyMyeHn8YME2Wpw_40.722462_-73.980585, lat:40.722462, long:-73.980585, alt2106, time(sec): 17.08923077583313
Item: 2, Location ID: 33oJS7VOqifDe04TVde_Vw_40.766049_-73.983367, lat:40.766049, long:-73.983367, alt2147, time(sec): 17.08773183822632
Item: 3, Location ID: AKlJfEjSxfWQoIk4ufHpsQ_40.723898_-73.976499, lat:40.723898, long:-73.976499, alt2106, time(sec): 15.096444129943848
Item: 4, Location ID: _ccQ-ERjglV6YfqZhbyW9A_40.721356_-73.993708, lat:40.721356, long:-73.993708, alt2117, time(sec): 16.100778341293335
Item: 5, Location ID: 3hludDiA9jeb1KP1NoD39A_40.707633_-74.010270, lat:40.707633, long:-74.01027, alt2112, time(sec): 19.084083557128906
Item: 6, Location ID: ICYRbelIShIAEkAdkLJqXw_40.772358_-73.958709, lat:40.772358, long:-73.958709, alt2129, time(sec): 17.093230724334717
Item: 7, Location ID: rV3M_w6NHWglF8moW2ZOLg_40.762302_-73.960571, lat:40.762302, long:-73.960571, alt2131, time(sec): 16.09633755683899
Item: 8, Location ID: 8aITmhzyChScUgm-IE4mTA_40.759813_-73.980218, lat:40.759813, long:-73.980218, alt2121, time(sec): 16.09334397315979
Item: 9, Location ID: 4uI2phQe8nSwkEduIT1SiQ_40.768987_-73.963252, lat:40.768987, long:-73.963252, alt2135, time(sec): 15.09777283668518
Item: 10, Location ID: IXFMVzxbepHi6KwgyvCwuw_40.714507_-74.006041, lat:40.714507, long:-74.006041, alt2168, time(sec): 17.08274507522583
Item: 11, Location ID: _F0tPiapAfxr7brrdGcnVA_40.715777_-73.991437, lat:40.715777, long:-73.991437, alt2115, time(sec): 16.096954822540283
Item: 12, Location ID: uMbZxIW-fOzDdCwYfqi2kQ_40.739552_-73.978955, lat:40.739552, long:-73.978955, alt2113, time(sec): 17.090722799301147
Item: 13, Location ID: zlKZztwgS28HAzNAsex1qA_40.751174_-73.985127, lat:40.751174, long:-73.985127, alt2128, time(sec): 18.08607292175293
Item: 14, Location ID: rRVku0yjk5p1_0quKENs_w_40.711498_-74.017976, lat:40.711498, long:-74.017976, alt2100, time(sec): 15.093851089477539
Item: 15, Location ID: iIDmAr8UqLIdIyYn3Q25pQ_40.766200_-73.977579, lat:40.7662, long:-73.977579, alt2134, time(sec): 16.078133821487427
Item: 16, Location ID: yCBQVN1dyjDnViHQ2yAang_40.715779_-73.977865, lat:40.715779, long:-73.977865, alt2114, time(sec): 15.109016180038452
Item: 17, Location ID: DPTrE2Nw2G7D2ovaiopk4Q_40.710325_-74.014891, lat:40.710325, long:-74.014891, alt2106, time(sec): 15.096633911132812
Item: 18, Location ID: auVTtXicXvkqDjVARo1jzA_40.707801_-74.004373, lat:40.707801, long:-74.004373, alt2114, time(sec): 15.09768271446228
Item: 19, Location ID: BjcT65TCHSrPI9lqyJoaHA_40.710983_-74.004137, lat:40.710983, long:-74.004137, alt2106, time(sec): 14.091509819030762
Item: 20, Location ID: 0wj5mPBVb2RIJL1YCZJb5A_40.748554_-73.999888, lat:40.748554, long:-73.999888, alt2108, time(sec): 16.088263034820557
Item: 21, Location ID: suSOVAgDW85HXEmzd6dHiQ_40.761939_-73.957347, lat:40.761939, long:-73.957347, alt2118, time(sec): 15.09015440940857
Item: 22, Location ID: ptZWq0Y6nsPM14kJ_Dh1ow_40.753380_-74.004098, lat:40.75338, long:-74.004098, alt2102, time(sec): 16.08181881904602
Item: 23, Location ID: tqSvkmF6IhEaDLj1f6a2Jw_40.740169_-74.005637, lat:40.740169, long:-74.005637, alt2109, time(sec): 16.09101676940918
Item: 24, Location ID: 7N0vfhHDLAJlPF_mCWjMLw_40.769615_-73.948428, lat:40.769615, long:-73.948428, alt2100, time(sec): 15.100398302078247
Item: 25, Location ID: JM3CuHnmgUzNWNF-6M5XWQ_40.739920_-73.996947, lat:40.73992, long:-73.996947, alt2121, time(sec): 17.081273555755615
Item: 26, Location ID: 4DDSbEpTzTbQFMQ-UWqVvA_40.760231_-73.957103, lat:40.760231, long:-73.957103, alt2100, time(sec): 14.088871717453003
Item: 27, Location ID: ZwyBEArVmwJcefBfH3xkOA_40.714042_-73.990424, lat:40.714042, long:-73.990424, alt2115, time(sec): 15.088708400726318
Item: 28, Location ID: QZrE__b86a5R3YSgchlNGg_40.765468_-73.971987, lat:40.765468, long:-73.971987, alt2117, time(sec): 16.087007522583008
Item: 29, Location ID: BKxaNskJoqW3mYj-RlA0Nw_40.778862_-73.967519, lat:40.778862, long:-73.967519, alt2136, time(sec): 15.089452028274536
Item: 30, Location ID: PnpMbOonGnvkMgwHDvrZRg_40.710986_-73.980135, lat:40.710986, long:-73.980135, alt2105, time(sec): 14.107476949691772
Item: 31, Location ID: 04dhmx0MDGvhuaT3XDupQQ_40.755452_-73.995650, lat:40.755452, long:-73.99565, alt2112, time(sec): 17.095340967178345
Item: 32, Location ID: mkz_ts4wsZzMbvRhNP8l3Q_40.725887_-73.984994, lat:40.725887, long:-73.984994, alt2113, time(sec): 16.090482711791992
Item: 33, Location ID: H4yWIzwWdhSxiOMdI-NGPA_40.762320_-73.991977, lat:40.76232, long:-73.991977, alt2115, time(sec): 16.091782808303833
