ExpID: 1766113182
Start Location: 836
Location: NewYork
Number of Location: 500
StartTime: 2025-12-18 21:59:42.035265

Item: 836, Location ID: 3pE45hMLYES4QCbcv4Qxnw_40.729035_-74.003489, lat:40.729035, long:-74.003489, alt110, time(sec): 128.40440487861633
Item: 837, Location ID: WfACtGCbaPUKqc5nSuF9EA_40.777117_-73.949200, lat:40.777117, long:-73.9492, alt125, time(sec): 250.260844707489
Item: 838, Location ID: gP-vn-EbtukHC_tbmosOJw_40.749474_-73.969311, lat:40.749474, long:-73.969311, alt112, time(sec): 392.4072036743164
Item: 839, Location ID: V4HpV-ZDC8iaXZdVlmM4Rw_40.744996_-73.999837, lat:40.744996, long:-73.999837, alt115, time(sec): 549.4860825538635
Item: 840, Location ID: 6mk7OAY4Ko1wMZYLYuG52A_40.751186_-73.993153, lat:40.751186, long:-73.993153, alt111, time(sec): 919.4645307064056
Item: 841, Location ID: QVBv_7tmTsW0l8TiSDpjxw_40.707378_-74.002431, lat:40.707378, long:-74.002431, alt112, time(sec): 781.4101195335388
Item: 842, Location ID: E32TeJIS5iDMLjOB4iMVNA_40.750066_-73.970696, lat:40.750066, long:-73.970696, alt112, time(sec): 621.4023425579071
Item: 843, Location ID: Q6EinLHZz7i3uSuPa-hVjQ_40.766991_-73.968929, lat:40.766991, long:-73.968929, alt129, time(sec): 118.62548208236694
Item: 844, Location ID: Tdf2gQub0wmQxH5VwBUSGg_40.711820_-74.009536, lat:40.71182, long:-74.009536, alt113, time(sec): 126.39924240112305
Item: 845, Location ID: qV9MhcRr5viJ2B_DZB717g_40.743194_-73.972088, lat:40.743194, long:-73.972088, alt107, time(sec): 97.46582221984863
Item: 846, Location ID: YWhtzOpZbaQNPDNBEti0rQ_40.756969_-73.961810, lat:40.756969, long:-73.96181, alt138, time(sec): 63.46217179298401
Item: 847, Location ID: hyjehD8n5yEnMM-XWSibuA_40.738187_-73.975679, lat:40.738187, long:-73.975679, alt113, time(sec): 108.51400828361511
Item: 848, Location ID: 8GazddANA0PJ1-mTe7RhQg_40.726168_-73.975615, lat:40.726168, long:-73.975615, alt105, time(sec): 97.61213493347168
Item: 849, Location ID: cFib6bL_p6LqB0FxMtLQ4Q_40.734146_-73.997160, lat:40.734146, long:-73.99716, alt117, time(sec): 115.49651217460632
Item: 850, Location ID: QviuEW2Lbx1f7drdFGQJlw_40.763166_-73.982355, lat:40.763166, long:-73.982355, alt144, time(sec): 129.40689539909363
Item: 851, Location ID: 9rncPtFMPlPgOLfSPu8crQ_40.773001_-73.978323, lat:40.773001, long:-73.978323, alt165, time(sec): 109.59019613265991
Item: 852, Location ID: b6kcqas3DVODeGtEQ_fbXg_40.776380_-73.979575, lat:40.77638, long:-73.979575, alt136, time(sec): 113.42108035087585
Item: 853, Location ID: aeNFWkOKR6g2QwVuR9NPQA_40.717767_-73.992562, lat:40.717767, long:-73.992562, alt121, time(sec): 108.55421924591064
Item: 854, Location ID: X5FxoqzXVBf73iN-M2IkRA_40.708047_-74.001091, lat:40.708047, long:-74.001091, alt112, time(sec): 96.49976849555969
Item: 855, Location ID: HcKIBfozQZ3mvy2nUqnw2A_40.753756_-73.971675, lat:40.753756, long:-73.971675, alt115, time(sec): 128.39663934707642
Item: 856, Location ID: AGTtWGJZn7AK6R3d3lzKgw_40.719371_-73.990152, lat:40.719371, long:-73.990152, alt117, time(sec): 104.59717988967896
Item: 857, Location ID: b_wO27L9ALL4_y4T01nqMg_40.781331_-73.983981, lat:40.781331, long:-73.983981, alt137, time(sec): 106.51760387420654
Item: 858, Location ID: 3bFNZJW-HBmNPpfeGgQgBw_40.755925_-73.980723, lat:40.755925, long:-73.980723, alt120, time(sec): 133.31732273101807
Item: 859, Location ID: BoAMZdBRETqyfeuqK5dGbw_40.737369_-73.992744, lat:40.737369, long:-73.992744, alt152, time(sec): 124.3539023399353
Item: 860, Location ID: fJFyWa6S0gTi_bAno1GYYw_40.742260_-73.972328, lat:40.74226, long:-73.972328, alt105, time(sec): 92.48953104019165
Item: 861, Location ID: CHqvs-KPGUIhnLBUJzQunw_40.718002_-73.997465, lat:40.718002, long:-73.997465, alt112, time(sec): 107.4104597568512
Item: 862, Location ID: IDKMlmIWW_YytuNb8Pe4cw_40.775270_-73.965761, lat:40.77527, long:-73.965761, alt124, time(sec): 108.44816136360168
Item: 863, Location ID: DfkbRUujyT5MVPz_SH2b-A_40.769110_-73.979447, lat:40.76911, long:-73.979447, alt122, time(sec): 104.43359708786011
Item: 864, Location ID: TRtLJ5aVlUExKIWTbMRMMA_40.768270_-73.995843, lat:40.76827, long:-73.995843, alt103, time(sec): 92.5932765007019
Item: 865, Location ID: 8_CvhJBsTuuFA6Cfd7FAAw_40.724611_-74.003920, lat:40.724611, long:-74.00392, alt109, time(sec): 108.38672351837158
Item: 866, Location ID: UBAZHvbPfmdDuxlFp__yEg_40.775997_-73.951372, lat:40.775997, long:-73.951372, alt135, time(sec): 113.56363725662231
Item: 867, Location ID: s5VozS0cLOjwSfmKRGyVDg_40.713897_-73.980873, lat:40.713897, long:-73.980873, alt121, time(sec): 100.52532124519348
Item: 868, Location ID: eR1suYvQffh4byPGqVafrw_40.706858_-74.001541, lat:40.706858, long:-74.001541, alt105, time(sec): 89.4282238483429
Item: 869, Location ID: XYPbTWV4G4DeXzzxX4oK4Q_40.773901_-73.972867, lat:40.773901, long:-73.972867, alt121, time(sec): 96.393874168396
Item: 870, Location ID: GQ-RbfSaZROYZgDC3Gdh8Q_40.714212_-73.998753, lat:40.714212, long:-73.998753, alt119, time(sec): 109.66593885421753
Item: 871, Location ID: tU9TEIQToFMuWnuUm_8U5A_40.743730_-73.981659, lat:40.74373, long:-73.981659, alt126, time(sec): 120.51483678817749
Item: 872, Location ID: gViE-36bbAGjMZPYsIAehw_40.714651_-73.982877, lat:40.714651, long:-73.982877, alt113, time(sec): 100.55932903289795
Item: 873, Location ID: Nub477WKPWoZMvpvnP0Dfg_40.719430_-73.984914, lat:40.71943, long:-73.984914, alt112, time(sec): 101.6356029510498
Item: 874, Location ID: kOqAevnapBcbT5vDp2sPtA_40.780604_-73.963890, lat:40.780604, long:-73.96389, alt140, time(sec): 99.40704464912415
Item: 875, Location ID: Zj-3lWw0FWZcAJrOLHe4Ag_40.727448_-73.977431, lat:40.727448, long:-73.977431, alt106, time(sec): 96.33483147621155
Item: 876, Location ID: BftLsajgQ0yWu23m6e8-Ug_40.735655_-73.982534, lat:40.735655, long:-73.982534, alt119, time(sec): 107.43028020858765
Item: 877, Location ID: Ml7nE_67W-XCSSdBK4OSug_40.776337_-73.946003, lat:40.776337, long:-73.946003, alt126, time(sec): 99.47403073310852
Item: 878, Location ID: 3RWT0JqdisWSBddKF_qDaw_40.712699_-73.989502, lat:40.712699, long:-73.989502, alt107, time(sec): 99.75124907493591
Item: 879, Location ID: Wob8qI68qa0XNQ-P8tiF5g_40.711216_-73.980596, lat:40.711216, long:-73.980596, alt108, time(sec): 84.453125
Item: 880, Location ID: yUMI1U0m6FT18IJudrAScQ_40.760769_-73.976660, lat:40.760769, long:-73.97666, alt122, time(sec): 122.33003401756287
Item: 881, Location ID: 1G4WnnUagcz-s3Q80yDcMw_40.759424_-73.959772, lat:40.759424, long:-73.959772, alt133, time(sec): 101.46318817138672
Item: 882, Location ID: 6IQWSPdMQTE-sN_gAdRkvw_40.738617_-74.008121, lat:40.738617, long:-74.008121, alt116, time(sec): 92.50240564346313
Item: 883, Location ID: aKoci4WMYydNffMerxdvrQ_40.748803_-73.970645, lat:40.748803, long:-73.970645, alt112, time(sec): 105.46009922027588
Item: 884, Location ID: XozUpwWJ9w4FsiwLR8v68w_40.762644_-73.984998, lat:40.762644, long:-73.984998, alt146, time(sec): 113.58200645446777
Item: 885, Location ID: -RAeNLfcbIAhHe7Oas6_gQ_40.728032_-73.980822, lat:40.728032, long:-73.980822, alt116, time(sec): 101.63310027122498
Item: 886, Location ID: TrajHD0fC9pkrXajuoCGhg_40.775618_-73.964742, lat:40.775618, long:-73.964742, alt121, time(sec): 103.44348454475403
Item: 887, Location ID: SpgKnb0wCRA1vlsGkCNeiQ_40.751326_-74.002270, lat:40.751326, long:-74.00227, alt106, time(sec): 108.38094305992126
Item: 888, Location ID: EXap73cpVAxCGhP47y442g_40.737564_-74.009169, lat:40.737564, long:-74.009169, alt121, time(sec): 84.46852803230286
Item: 889, Location ID: qMSE8aULDg4hkcsx-IPlGA_40.771071_-73.981390, lat:40.771071, long:-73.98139, alt157, time(sec): 104.47611379623413
Item: 890, Location ID: KBFiNpKu_mqKEqDwHEl2qQ_40.775994_-73.966945, lat:40.775994, long:-73.966945, alt129, time(sec): 98.64205121994019
Item: 891, Location ID: gwf8xZXL_28PSk1SjBls2g_40.763927_-73.982573, lat:40.763927, long:-73.982573, alt128, time(sec): 119.48805952072144
Item: 892, Location ID: _Yz_oY5c38q8XbFhAjyAdQ_40.769174_-73.986583, lat:40.769174, long:-73.986583, alt149, time(sec): 113.4337100982666
Item: 893, Location ID: 1U2MhTpe94a7l5rGhIrECw_40.711983_-73.989771, lat:40.711983, long:-73.989771, alt109, time(sec): 95.58046364784241
Item: 894, Location ID: NzTLr7LH1LXkU3dyR7nTMQ_40.754829_-73.966470, lat:40.754829, long:-73.96647, alt125, time(sec): 109.36435008049011
Item: 895, Location ID: 2xXyfZSnXCqtO1MEMlBwiQ_40.730197_-74.006464, lat:40.730197, long:-74.006464, alt121, time(sec): 100.40895318984985
Item: 896, Location ID: xAeCqUdG0XgG2JQFn5C_UA_40.770072_-73.987860, lat:40.770072, long:-73.98786, alt140, time(sec): 112.49807548522949
Item: 897, Location ID: WgiFYAv_dOq8LNsHRHV-4g_40.778906_-73.962180, lat:40.778906, long:-73.96218, alt142, time(sec): 104.44299077987671
Item: 898, Location ID: ngmEOieJ0tfuSEmW-qtYAQ_40.775371_-73.966201, lat:40.775371, long:-73.966201, alt117, time(sec): 96.61153793334961
Item: 899, Location ID: JkQz1KN9ROTOD85RSkK7OQ_40.739165_-73.972886, lat:40.739165, long:-73.972886, alt102, time(sec): 89.48522233963013
Item: 900, Location ID: AjXuptB5-N86rF98nyvc5A_40.763009_-73.976161, lat:40.763009, long:-73.976161, alt120, time(sec): 63.47580671310425
Item: 901, Location ID: -lbExVus1YkWMyX3B9FOSQ_40.775155_-73.947382, lat:40.775155, long:-73.947382, alt130, time(sec): 101.56129360198975
Item: 902, Location ID: 6u3oMLD1hg2F7_xDyojgUw_40.720931_-73.978829, lat:40.720931, long:-73.978829, alt111, time(sec): 95.42975115776062
Item: 903, Location ID: w2BXO8mMPbFonmOxIhrAbg_40.758253_-73.964885, lat:40.758253, long:-73.964885, alt132, time(sec): 111.43656349182129
Item: 904, Location ID: hdXB3MSzyYKb3HHSQzpafw_40.751466_-74.008156, lat:40.751466, long:-74.008156, alt104, time(sec): 84.53935313224792
Item: 905, Location ID: _Xl7OCVYA9gZgyNTh8YaOw_40.727468_-73.981326, lat:40.727468, long:-73.981326, alt109, time(sec): 98.48736476898193
Item: 906, Location ID: 7RCCnVi8SKyn4_VHR-aKKg_40.747431_-73.982158, lat:40.747431, long:-73.982158, alt153, time(sec): 63.52134323120117
Item: 907, Location ID: 0S3pD4OQx7dt0Wpa7MPiEg_40.738104_-73.992088, lat:40.738104, long:-73.992088, alt147, time(sec): 110.4762692451477
Item: 908, Location ID: wFQdkV7-793uA8X9ZGaHdg_40.761568_-73.974674, lat:40.761568, long:-73.974674, alt121, time(sec): 109.41849422454834
Item: 909, Location ID: BqIiMXegtv4YmObz872Usw_40.711759_-74.010291, lat:40.711759, long:-74.010291, alt152, time(sec): 117.4297263622284
Item: 910, Location ID: CU3XDvLclAQ14ePgHuwU4w_40.748121_-74.003862, lat:40.748121, long:-74.003862, alt106, time(sec): 104.60941123962402
Item: 911, Location ID: FBIOLyIeyy4sT1rM0kpHXQ_40.773370_-73.955214, lat:40.77337, long:-73.955214, alt137, time(sec): 110.7173683643341
Item: 912, Location ID: trMg8TtoIZyNSIFfne9ppw_40.778399_-73.968868, lat:40.778399, long:-73.968868, alt139, time(sec): 99.61776971817017
Item: 913, Location ID: ptgQy90CpbcB4WLJSAhC6w_40.732744_-73.998176, lat:40.732744, long:-73.998176, alt113, time(sec): 122.47655582427979
Item: 914, Location ID: h5TFi9pB5AX87Bp69qodPQ_40.747402_-74.004387, lat:40.747402, long:-74.004387, alt109, time(sec): 140.41377115249634
Item: 915, Location ID: vQFcj7cpy3KaTWc2GFAs8Q_40.717887_-73.976159, lat:40.717887, long:-73.976159, alt106, time(sec): 128.40794587135315
Item: 916, Location ID: sCp9xaCwQ7OHCLZubX1b2g_40.769467_-73.962907, lat:40.769467, long:-73.962907, alt134, time(sec): 242.31051683425903
Item: 917, Location ID: VMMX328teyT11KijhpebZA_40.780812_-73.950758, lat:40.780812, long:-73.950758, alt135, time(sec): 273.228346824646
Item: 918, Location ID: gSQ6qIV7a66-uZWV8EX5Ow_40.761545_-74.002207, lat:40.761545, long:-74.002207, alt102, time(sec): 220.3136796951294
Item: 919, Location ID: C-qEK1kiLC-qpvmsqmBROQ_40.779694_-73.978134, lat:40.779694, long:-73.978134, alt134, time(sec): 357.44241762161255
Item: 920, Location ID: rlzqwUxmAxgz1MLCLoe_RQ_40.769700_-73.988137, lat:40.7697, long:-73.988137, alt129, time(sec): 460.41228580474854
Item: 921, Location ID: IvjR-ivFm5fr6gnlHfeKow_40.764196_-73.965088, lat:40.764196, long:-73.965088, alt130, time(sec): 552.4638435840607
Item: 922, Location ID: AIvgF6xpXt8oIO0xLrWI2w_40.779370_-73.964814, lat:40.77937, long:-73.964814, alt135, time(sec): 470.3592438697815
Item: 923, Location ID: pBd6OrGfgkNGG6O4Mw4fGw_40.716760_-73.987255, lat:40.71676, long:-73.987255, alt106, time(sec): 527.4543318748474
Item: 924, Location ID: h_laZe76pHgxgoANvVby7Q_40.771691_-73.980923, lat:40.771691, long:-73.980923, alt138, time(sec): 113.50019311904907
Item: 925, Location ID: x8LFFNgxU1uWVLaTRdyXHw_40.712136_-73.978034, lat:40.712136, long:-73.978034, alt109, time(sec): 91.46576046943665
Item: 926, Location ID: neqlVoHiqh1l71_biw1HEw_40.782087_-73.984949, lat:40.782087, long:-73.984949, alt129, time(sec): 184.37337017059326
Item: 927, Location ID: ZIyvIspUiNCd-vMbL8y5Bw_40.772714_-73.979428, lat:40.772714, long:-73.979428, alt173, time(sec): 336.409695148468
Item: 928, Location ID: bwkc4Wo1PJiOKPBlF52s4A_40.727783_-73.976166, lat:40.727783, long:-73.976166, alt106, time(sec): 406.30387115478516
Item: 929, Location ID: dKjml-3Xs1CeZMy57gxH-Q_40.728708_-73.998433, lat:40.728708, long:-73.998433, alt113, time(sec): 638.3457641601562
Item: 930, Location ID: pThgrNnV8B0qLnc4GyL2MQ_40.743602_-73.996527, lat:40.743602, long:-73.996527, alt116, time(sec): 881.4831039905548
Item: 931, Location ID: uooICtywlfKVdaW4SNBauA_40.769804_-73.952711, lat:40.769804, long:-73.952711, alt121, time(sec): 956.5942566394806
Item: 932, Location ID: TgxZxQUO7-56SP_yOteAbg_40.738577_-73.993777, lat:40.738577, long:-73.993777, alt131, time(sec): 203.5958969593048
Item: 933, Location ID: DmXRbfWL5oBHVdV38HuDNQ_40.714337_-74.015126, lat:40.714337, long:-74.015126, alt105, time(sec): 116.33443260192871
Item: 934, Location ID: AiAjVO34wQUuwYKmRimKTw_40.776941_-73.977690, lat:40.776941, long:-73.97769, alt146, time(sec): 155.42904996871948
Item: 935, Location ID: kGP06w8EUlynCjZSn6epwg_40.757309_-74.001357, lat:40.757309, long:-74.001357, alt104, time(sec): 164.29812788963318
Item: 936, Location ID: odzqqL0-5T8iiAkzuGVqqg_40.744867_-73.997434, lat:40.744867, long:-73.997434, alt121, time(sec): 230.43784523010254
Item: 937, Location ID: QP4qTYl1yk1Sm4a2_4tpkw_40.774022_-73.943751, lat:40.774022, long:-73.943751, alt100, time(sec): 206.34021592140198
Item: 938, Location ID: Ipxp3dMbqsduNC3xUtdTcA_40.774424_-73.975340, lat:40.774424, long:-73.97534, alt138, time(sec): 267.3547058105469
Item: 939, Location ID: GEC6Bovrl4LgG2qSxBOyAg_40.768448_-73.955415, lat:40.768448, long:-73.955415, alt123, time(sec): 381.3641822338104
Item: 940, Location ID: Ti6HJ3TiScBtxF36KTyjRQ_40.762544_-73.978952, lat:40.762544, long:-73.978952, alt120, time(sec): 536.2829699516296
Item: 941, Location ID: LpT8HlZX47B7BkAspmx7cQ_40.730378_-73.972485, lat:40.730378, long:-73.972485, alt100, time(sec): 300.4131374359131
Item: 942, Location ID: daq4Bq61Ym78kr1c8g42xQ_40.770478_-73.954314, lat:40.770478, long:-73.954314, alt129, time(sec): 542.3933596611023
Item: 943, Location ID: VwaUJlAe_ToOGsCvIBorlA_40.776709_-73.946885, lat:40.776709, long:-73.946885, alt123, time(sec): 559.3841118812561
Item: 944, Location ID: yxnNgNh5B_kOC5KrZc8QkA_40.721201_-74.001332, lat:40.721201, long:-74.001332, alt116, time(sec): 147.3712306022644
Item: 945, Location ID: ksMsMmUVrmTGy6KhEEc-zQ_40.724514_-73.999783, lat:40.724514, long:-73.999783, alt120, time(sec): 228.43684148788452
Item: 946, Location ID: 7AMT91r6cPnFnYOhqrh2dQ_40.731632_-74.003227, lat:40.731632, long:-74.003227, alt112, time(sec): 348.3392508029938
Item: 947, Location ID: Qudc8dO8ZwsSty_0qEUDPA_40.759659_-73.999536, lat:40.759659, long:-73.999536, alt104, time(sec): 488.567586183548
Item: 948, Location ID: VPeILOBloli9pk6NmsgdMg_40.775181_-73.955334, lat:40.775181, long:-73.955334, alt130, time(sec): 748.3089318275452
Item: 949, Location ID: 7PGJAsvpgfvpsq-uZbGSkg_40.712485_-74.011004, lat:40.712485, long:-74.011004, alt111, time(sec): 1039.2816042900085
Item: 950, Location ID: Q3LsLsfLJZeO7GQiQCUYAA_40.755678_-73.984001, lat:40.755678, long:-73.984001, alt120, time(sec): 696.2213690280914
Item: 951, Location ID: o9jkfWpXXtOWrffaxFNbQQ_40.745613_-73.972695, lat:40.745613, long:-73.972695, alt102, time(sec): 94.17481470108032
Item: 952, Location ID: T-53yoU7Da5VXmHxoyzBzw_40.736030_-73.976888, lat:40.73603, long:-73.976888, alt112, time(sec): 97.19818592071533
Item: 953, Location ID: YM8FxWfydICT7MA9yeKhcw_40.780783_-73.969870, lat:40.780783, long:-73.96987, alt130, time(sec): 97.201340675354
Item: 954, Location ID: YGe3DcOQir0HAyhmIfbUsw_40.756429_-73.985776, lat:40.756429, long:-73.985776, alt119, time(sec): 116.17080330848694
Item: 955, Location ID: 7pqH13gfFWKbSWfkoGrWRQ_40.770615_-73.958555, lat:40.770615, long:-73.958555, alt137, time(sec): 110.18198800086975
Item: 956, Location ID: iO35vSiRQUWZIC3-akR5RA_40.773397_-73.963195, lat:40.773397, long:-73.963195, alt142, time(sec): 109.32981443405151
Item: 957, Location ID: bjQotrEsNJGouWWccJhU4Q_40.762618_-73.994655, lat:40.762618, long:-73.994655, alt114, time(sec): 101.18241333961487
Item: 958, Location ID: EMO0H0YCCXTa6HCj4Ra8Jg_40.736421_-73.983220, lat:40.736421, long:-73.98322, alt117, time(sec): 108.20360827445984
Item: 959, Location ID: JxqxJNwhz2CezSGnEMdS7A_40.774676_-73.966589, lat:40.774676, long:-73.966589, alt115, time(sec): 98.25516819953918
Item: 960, Location ID: 5oJO4cKJ0umT1V2vByebdQ_40.778917_-73.946268, lat:40.778917, long:-73.946268, alt128, time(sec): 96.20616292953491
Item: 961, Location ID: 764mJiIHw4defMIivGrUXg_40.736201_-74.010418, lat:40.736201, long:-74.010418, alt101, time(sec): 83.212899684906
Item: 962, Location ID: AR0ix-ep-_bLxR1nTmKKgA_40.733923_-74.009601, lat:40.733923, long:-74.009601, alt100, time(sec): 83.23321676254272
Item: 963, Location ID: j_5OOT_ewDrOew1wwvMFVg_40.701719_-74.012645, lat:40.701719, long:-74.012645, alt102, time(sec): 86.19623255729675
Item: 964, Location ID: mBrceEO-N3e09ps8dwCyzw_40.778445_-73.968131, lat:40.778445, long:-73.968131, alt132, time(sec): 96.19802737236023
Item: 965, Location ID: BqLYO6kwaamUVC-IoLoCCg_40.768322_-73.961293, lat:40.768322, long:-73.961293, alt141, time(sec): 113.18709945678711
Item: 966, Location ID: exfiYUm3LiY02Pz_zbld0g_40.778193_-73.942931, lat:40.778193, long:-73.942931, alt107, time(sec): 84.21595168113708
Item: 967, Location ID: x1n1QKSegjLmBpfAiR1tSQ_40.761967_-73.968374, lat:40.761967, long:-73.968374, alt164, time(sec): 115.18303442001343
Item: 968, Location ID: T6ALDHtKShFyQMMOosjCuQ_40.776128_-73.987490, lat:40.776128, long:-73.98749, alt137, time(sec): 101.21268773078918
Item: 969, Location ID: 5NR5LAHMbb3CtgNnLWi1nA_40.743343_-73.989865, lat:40.743343, long:-73.989865, alt128, time(sec): 108.20154547691345
Item: 970, Location ID: iVrMym8AXv7tVksu7l8Mtg_40.765003_-73.992518, lat:40.765003, long:-73.992518, alt125, time(sec): 101.21905565261841
Item: 971, Location ID: ZUjklv1maJzsZNd_5nLPtA_40.744532_-74.000651, lat:40.744532, long:-74.000651, alt118, time(sec): 102.2082884311676
Item: 972, Location ID: ZIVepUxbeCAXIdTDVp4KKA_40.732902_-73.989998, lat:40.732902, long:-73.989998, alt131, time(sec): 104.19895505905151
Item: 973, Location ID: ZYprpAAKModeBeJS6X901w_40.714780_-73.990153, lat:40.71478, long:-73.990153, alt118, time(sec): 101.2069149017334
Item: 974, Location ID: zb1NKiy4028l9TlAbi6I-g_40.765688_-73.963570, lat:40.765688, long:-73.96357, alt143, time(sec): 113.19978260993958
Item: 975, Location ID: uAaEm-FrSHd21jctIhfYYQ_40.768893_-73.992018, lat:40.768893, long:-73.992018, alt112, time(sec): 99.193692445755
Item: 976, Location ID: L0q5k3NbOwuTdDQyVwmaTg_40.752742_-74.007670, lat:40.752742, long:-74.00767, alt105, time(sec): 84.20306706428528
Item: 977, Location ID: tmhe4O23yaprxR3pPf840A_40.768171_-73.985539, lat:40.768171, long:-73.985539, alt147, time(sec): 111.29896354675293
Item: 978, Location ID: aaE-8SL5jlJZJe9rxWCjag_40.732512_-73.979848, lat:40.732512, long:-73.979848, alt123, time(sec): 102.28146266937256
Item: 979, Location ID: N13zUXozJNwvrDKb2dU44Q_40.739069_-74.002623, lat:40.739069, long:-74.002623, alt111, time(sec): 105.21258473396301
Item: 980, Location ID: CaFKZjnZTXPZSt8jNu2TjQ_40.752920_-74.002996, lat:40.75292, long:-74.002996, alt108, time(sec): 99.19464540481567
Item: 981, Location ID: ur-IWsP7qHG_v3qhUVQNyQ_40.713155_-73.984336, lat:40.713155, long:-73.984336, alt113, time(sec): 95.18302845954895
Item: 982, Location ID: W4xDexSO3qroNBIlIb9TUw_40.737980_-73.998296, lat:40.73798, long:-73.998296, alt123, time(sec): 107.18195724487305
