ExpID: 1768691797
Start Location: 0
Location: SanFrancisco_sat
Number of Location: 3000
StartTime: 2026-01-17 18:16:37.688230

Item: 0, Location ID: JiBsEwa47vc1FyQdPQmlFg_37.766795_-122.401839, lat:37.766795, long:-122.401839, alt2105, time(sec): 18.169973373413086
Item: 1, Location ID: tROZ9_yWg1wTnR3NpzmRAQ_37.759553_-122.404428, lat:37.759553, long:-122.404428, alt2175, time(sec): 18.130706071853638
Item: 2, Location ID: lRkBpDJN0i78cVJocIz5qg_37.741194_-122.398718, lat:37.741194, long:-122.398718, alt2103, time(sec): 18.182979583740234
Item: 3, Location ID: CM-1_FosEvGNlUKsF1fKVA_37.749336_-122.440135, lat:37.749336, long:-122.440135, alt2219, time(sec): 18.171006679534912
Item: 4, Location ID: HYqZxsTn_uJumZijfylodQ_37.739351_-122.435392, lat:37.739351, long:-122.435392, alt2237, time(sec): 19.217495441436768
Item: 5, Location ID: 35GkXZz65tsXPQxzecXTLA_37.788539_-122.433804, lat:37.788539, long:-122.433804, alt2158, time(sec): 18.13669776916504
Item: 6, Location ID: g43Wv1yAdgxLZXP0RFmnaQ_37.784211_-122.440773, lat:37.784211, long:-122.440773, alt2152, time(sec): 18.126816272735596
Item: 7, Location ID: NV5ok9p9GXGQVgZSq75nlA_37.762095_-122.428455, lat:37.762095, long:-122.428455, alt2125, time(sec): 18.167770862579346
Item: 8, Location ID: 4dGWlrEJtovZR9EcNm7GgQ_37.769347_-122.444766, lat:37.769347, long:-122.444766, alt2196, time(sec): 18.190014123916626
Item: 9, Location ID: ZgEPPojapv4fWzMs8od9ug_37.742191_-122.403680, lat:37.742191, long:-122.40368, alt2103, time(sec): 17.20443868637085
Item: 10, Location ID: H3CMkMNTQTpxJTQ2cQpXuA_37.771534_-122.442673, lat:37.771534, long:-122.442673, alt2183, time(sec): 17.17134380340576
Item: 11, Location ID: QiCQS7eXRaWFVAGMO3hmBA_37.749616_-122.404318, lat:37.749616, long:-122.404318, alt2105, time(sec): 18.132082223892212
Item: 12, Location ID: AeQoHiBPF7HVvxurKsst8Q_37.749684_-122.434500, lat:37.749684, long:-122.4345, alt2172, time(sec): 17.130826473236084
Item: 13, Location ID: nUAuYEkrKlN3musan2rckA_37.757254_-122.442332, lat:37.757254, long:-122.442332, alt2213, time(sec): 18.225275993347168
Item: 14, Location ID: ymDAz_bi_v3dL4ov_Y23TA_37.786249_-122.400963, lat:37.786249, long:-122.400963, alt2112, time(sec): 20.201743602752686
Item: 15, Location ID: AV1qvpn2lZxOYlnCjzsldw_37.785930_-122.431573, lat:37.78593, long:-122.431573, alt2146, time(sec): 17.18295955657959
Item: 16, Location ID: MBYJ7qzjeFPxGMnytj1jmw_37.786565_-122.444855, lat:37.786565, long:-122.444855, alt2169, time(sec): 17.139698028564453
Item: 17, Location ID: bAD-9a8KzIqpQj6HPOCyiQ_37.770494_-122.403304, lat:37.770494, long:-122.403304, alt2106, time(sec): 17.11721897125244
Item: 18, Location ID: gltGlTYfw3GaRWUi5KXLyg_37.755850_-122.392497, lat:37.75585, long:-122.392497, alt2108, time(sec): 19.165764808654785
Item: 19, Location ID: rtXU59XTmc0_bgggt_OXcA_37.786381_-122.405154, lat:37.786381, long:-122.405154, alt2131, time(sec): 17.164146900177002
Item: 20, Location ID: JeqVFeZEcnUwsN2_R07r1A_37.759117_-122.410770, lat:37.759117, long:-122.41077, alt2111, time(sec): 17.212518453598022
Item: 21, Location ID: 3F9hlpdW5EsbRD8bBbsLzg_37.746917_-122.403335, lat:37.746917, long:-122.403335, alt2104, time(sec): 16.14295506477356
Item: 22, Location ID: wtORwFJ1WLp5sD-MQemhVQ_37.778195_-122.420523, lat:37.778195, long:-122.420523, alt2121, time(sec): 18.121214389801025
Item: 23, Location ID: 6k3RMvh2FUMB_6d1H5BhLg_37.773210_-122.420845, lat:37.77321, long:-122.420845, alt2119, time(sec): 17.186065912246704
Item: 24, Location ID: k1D-eckVGKbtI1jPeYfGdg_37.754640_-122.434407, lat:37.75464, long:-122.434407, alt2204, time(sec): 17.14974880218506
Item: 25, Location ID: C3AKQ-LZriGWp8uyxeSjaw_37.776033_-122.429912, lat:37.776033, long:-122.429912, alt2144, time(sec): 18.130998611450195
Item: 26, Location ID: 6BLxCVzlZCOmy9aVYlWajQ_37.753311_-122.423070, lat:37.753311, long:-122.42307, alt2134, time(sec): 18.14099645614624
Item: 27, Location ID: Nskv6QWyF5jyyxZ6WrNrUw_37.782358_-122.447767, lat:37.782358, long:-122.447767, alt2190, time(sec): 17.11456799507141
Item: 28, Location ID: ccZCX9qxONQANPtcY3A6mA_37.777810_-122.402412, lat:37.77781, long:-122.402412, alt2102, time(sec): 18.133819103240967
Item: 29, Location ID: MjogM_xC8yyUgvQnpMv1fg_37.770962_-122.413746, lat:37.770962, long:-122.413746, alt2109, time(sec): 18.17848825454712
Item: 30, Location ID: 1xLuJE5tUmRlKzZryVeOXA_37.785704_-122.402681, lat:37.785704, long:-122.402681, alt2119, time(sec): 16.116748332977295
Item: 31, Location ID: Y5e8noWQ6p8aVwyXlBDfgQ_37.775245_-122.410315, lat:37.775245, long:-122.410315, alt2109, time(sec): 18.139798164367676
Item: 32, Location ID: nmi_QVw1uC1ifKRwAhwoFg_37.770811_-122.429577, lat:37.770811, long:-122.429577, alt2140, time(sec): 18.141499519348145
Item: 33, Location ID: tNjMAhdK2DwU5UuNuUlsNQ_37.769605_-122.391989, lat:37.769605, long:-122.391989, alt2102, time(sec): 18.1210036277771
Item: 34, Location ID: rfBVPDB1YG8AhvM7QzVQAg_37.760602_-122.393419, lat:37.760602, long:-122.393419, alt2148, time(sec): 17.143036365509033
Item: 35, Location ID: dmO1ncvGm2wwiQlCi4wSLw_37.770902_-122.438724, lat:37.770902, long:-122.438724, alt2186, time(sec): 18.14844012260437
Item: 36, Location ID: qVqXCktUlvDi2XU5oImHFw_37.784178_-122.433274, lat:37.784178, long:-122.433274, alt2144, time(sec): 17.152217149734497
Item: 37, Location ID: 8OGCv7-J-6E95J5OvGEl3Q_37.757793_-122.433405, lat:37.757793, long:-122.433405, alt2163, time(sec): 17.17605996131897
Item: 38, Location ID: Y26uEmpcQfujAGZuUvxKuw_37.751877_-122.403718, lat:37.751877, long:-122.403718, alt2117, time(sec): 17.159446716308594
Item: 39, Location ID: BsWJ7aj4igbOK_jpSVHTBA_37.778177_-122.447035, lat:37.778177, long:-122.447035, alt2191, time(sec): 18.131739854812622
Item: 40, Location ID: uB5twzne9k5OIVbJxeFOPw_37.761928_-122.392439, lat:37.761928, long:-122.392439, alt2126, time(sec): 17.111793041229248
Item: 41, Location ID: 2pGmbs8V8zhAwNoPjseVpg_37.785717_-122.421505, lat:37.785717, long:-122.421505, alt2155, time(sec): 19.134554386138916
Item: 42, Location ID: oKmo-dm14ymCB-DSJVkltg_37.760644_-122.438965, lat:37.760644, long:-122.438965, alt2152, time(sec): 17.14872980117798
Item: 43, Location ID: i1H0tqPOSUtSR4lqvqNphg_37.782218_-122.441920, lat:37.782218, long:-122.44192, alt2171, time(sec): 17.18275785446167
Item: 44, Location ID: _LxTv_cxrnYkdkDUxCQ4zA_37.780701_-122.423083, lat:37.780701, long:-122.423083, alt2132, time(sec): 17.1221182346344
Item: 45, Location ID: ZLg22ntuy6DAWRmJ8UCY4g_37.756222_-122.438945, lat:37.756222, long:-122.438945, alt2213, time(sec): 17.128401279449463
Item: 46, Location ID: VAamUtsZmGMv5oddmRj3hg_37.755713_-122.435631, lat:37.755713, long:-122.435631, alt2212, time(sec): 16.16186022758484
Item: 47, Location ID: cXck123wV9uWNZ5L0_nCSQ_37.789565_-122.421107, lat:37.789565, long:-122.421107, alt2154, time(sec): 17.137893676757812
Item: 48, Location ID: Jb3cbeR5fEXimPWyiyZ_dw_37.739441_-122.400115, lat:37.739441, long:-122.400115, alt2106, time(sec): 18.165175676345825
Item: 49, Location ID: NsUxjgfV_k-7dxmvZBIgXw_37.778285_-122.441965, lat:37.778285, long:-122.441965, alt2181, time(sec): 16.13882350921631
Item: 50, Location ID: EIGmE5Q6Ali2gDHc_jNaXw_37.762693_-122.431763, lat:37.762693, long:-122.431763, alt2138, time(sec): 17.125113487243652
Item: 51, Location ID: RUQkz-icM3voFpiA5NxaeA_37.766656_-122.433590, lat:37.766656, long:-122.43359, alt2151, time(sec): 16.166414260864258
Item: 52, Location ID: 0IKP5391DAw9qTQawWqUiQ_37.759372_-122.444966, lat:37.759372, long:-122.444966, alt2208, time(sec): 18.15717077255249
Item: 53, Location ID: X7G6f12QSifLIUChmfp6oQ_37.752067_-122.421776, lat:37.752067, long:-122.421776, alt2134, time(sec): 18.14846396446228
Item: 54, Location ID: L_0Sl5EgWVPWzJpaJvO84A_37.759921_-122.402117, lat:37.759921, long:-122.402117, alt2177, time(sec): 18.151071786880493
Item: 55, Location ID: xxIXwA-qGm4AnFdihOV2WQ_37.746453_-122.434833, lat:37.746453, long:-122.434833, alt2209, time(sec): 19.13827896118164
Item: 56, Location ID: I4908fSKLrPHTD3hdxG_lQ_37.766459_-122.423772, lat:37.766459, long:-122.423772, alt2115, time(sec): 17.11717200279236
Item: 57, Location ID: NmWgPq09nDRdS4CHc9Zy8w_37.760529_-122.430532, lat:37.760529, long:-122.430532, alt2135, time(sec): 16.187153339385986
Item: 58, Location ID: hVks-VoSrdIH3fMiXIGw9g_37.763476_-122.418563, lat:37.763476, long:-122.418563, alt2110, time(sec): 17.13447332382202
