ExpID: 1766220988
Start Location: 1264
Location: NewYork
Number of Location: 1000
StartTime: 2025-12-20 03:56:28.708620

Item: 1264, Location ID: OouZxOhDOJqLN_XQ8Cw3aA_40.769133_-73.980698, lat:40.769133, long:-73.980698, alt122, time(sec): 100.51431679725647
Item: 1265, Location ID: wScnpMFWl2O3cp1D8MZVZw_40.761193_-73.961841, lat:40.761193, long:-73.961841, alt122, time(sec): 107.33947801589966
Item: 1266, Location ID: 5WXKEZPulc6J7hUhHNqBDA_40.707643_-74.017531, lat:40.707643, long:-74.017531, alt104, time(sec): 88.20247483253479
Item: 1267, Location ID: 5GYTW38RRRd8S9-sF9bUeg_40.762295_-73.954764, lat:40.762295, long:-73.954764, alt112, time(sec): 92.19789910316467
Item: 1268, Location ID: JGmWqGMpMA2ITSd-kAidCg_40.726538_-74.006739, lat:40.726538, long:-74.006739, alt119, time(sec): 100.19526839256287
Item: 1269, Location ID: bslHQFMYJ-en3lMvbzXi7g_40.756448_-73.997634, lat:40.756448, long:-73.997634, alt112, time(sec): 107.19018411636353
Item: 1270, Location ID: G5pmwxreSsN2xJdXvzq6dg_40.772075_-73.954167, lat:40.772075, long:-73.954167, alt119, time(sec): 105.20192289352417
Item: 1271, Location ID: YPSvr2dUTzDFxZgpqvMSxg_40.755303_-73.976288, lat:40.755303, long:-73.976288, alt117, time(sec): 115.1574478149414
Item: 1272, Location ID: CmhXW2QnTEUWIXbyIrHaOQ_40.717736_-74.004138, lat:40.717736, long:-74.004138, alt124, time(sec): 107.18809747695923
Item: 1273, Location ID: _ANHNw2vTo1V6f_k6itHBA_40.758106_-73.981734, lat:40.758106, long:-73.981734, alt118, time(sec): 120.18959641456604
Item: 1274, Location ID: a5GZK7COiYUirkoIs5btEQ_40.720984_-73.986905, lat:40.720984, long:-73.986905, alt111, time(sec): 97.20187544822693
Item: 1275, Location ID: VKxfngMoJ7JKLzWthbbDcw_40.763299_-73.961012, lat:40.763299, long:-73.961012, alt129, time(sec): 105.1859986782074
Item: 1276, Location ID: n5Z8CmDfoN53PL63ji8rXA_40.733114_-73.994743, lat:40.733114, long:-73.994743, alt128, time(sec): 101.20264267921448
Item: 1277, Location ID: cm2-nSCWkDbKQwU_GuPdTw_40.744915_-73.991707, lat:40.744915, long:-73.991707, alt124, time(sec): 109.19654679298401
Item: 1278, Location ID: 9zKeRBZlfR4WANKpB15s-A_40.751673_-73.992171, lat:40.751673, long:-73.992171, alt113, time(sec): 113.20064043998718
Item: 1279, Location ID: bAxUdEX6sPMLnYM1WFh7nA_40.736992_-73.998096, lat:40.736992, long:-73.998096, alt125, time(sec): 104.17214846611023
Item: 1280, Location ID: imQCbI-7SPSew7f7yUeZ3w_40.776034_-73.945280, lat:40.776034, long:-73.94528, alt119, time(sec): 94.20803141593933
Item: 1281, Location ID: DRPOxfIKCBEz1m-jLpkP5A_40.721438_-73.992846, lat:40.721438, long:-73.992846, alt117, time(sec): 96.19446158409119
Item: 1282, Location ID: PN748uTz-aUJb57960C6ig_40.746000_-73.980847, lat:40.746, long:-73.980847, alt173, time(sec): 107.16193795204163
Item: 1283, Location ID: g440CF9gGy5n1ApBXDwjeA_40.720995_-74.012638, lat:40.720995, long:-74.012638, alt100, time(sec): 84.21341061592102
Item: 1284, Location ID: B_dPP2_DxwdeyXmRdfPdfg_40.746122_-73.999274, lat:40.746122, long:-73.999274, alt125, time(sec): 101.19541215896606
Item: 1285, Location ID: hzOADW1LlH19_r_CtuFIOw_40.752024_-73.983316, lat:40.752024, long:-73.983316, alt158, time(sec): 111.16735553741455
Item: 1286, Location ID: rR6R1D5ZnWwfmDup2nU4dQ_40.708453_-74.006278, lat:40.708453, long:-74.006278, alt174, time(sec): 106.18824625015259
Item: 1287, Location ID: GC7VpFj4Mj-3iINg_i7K1g_40.705101_-74.013923, lat:40.705101, long:-74.013923, alt107, time(sec): 99.18454766273499
Item: 1288, Location ID: 0f1FP_u96VrAGQXoRlEF2g_40.774230_-73.953071, lat:40.77423, long:-73.953071, alt132, time(sec): 104.19275617599487
Item: 1289, Location ID: I0U2q4vUATIf_f301ByrDg_40.740854_-73.974405, lat:40.740854, long:-73.974405, alt116, time(sec): 100.19516968727112
Item: 1290, Location ID: qOc5G8APGEsGgPxb89Ts9Q_40.752730_-73.971181, lat:40.75273, long:-73.971181, alt114, time(sec): 110.16845059394836
Item: 1291, Location ID: 5-MLSq3qGEiJsd-be9xpKw_40.751817_-74.001205, lat:40.751817, long:-74.001205, alt109, time(sec): 105.17555642127991
Item: 1292, Location ID: fBxnKeuy9P3NxbBypOa0yg_40.743137_-74.004611, lat:40.743137, long:-74.004611, alt110, time(sec): 101.20422410964966
Item: 1293, Location ID: vRfO-rQ-UkguDxCgN_FydA_40.782230_-73.965259, lat:40.78223, long:-73.965259, alt130, time(sec): 89.2064836025238
Item: 1294, Location ID: TTouOd2taYGDgVopR29ciw_40.711109_-73.986692, lat:40.711109, long:-73.986692, alt108, time(sec): 88.18100833892822
Item: 1295, Location ID: kqQDLXvqSgyu-6i-_MOOHw_40.735028_-73.998538, lat:40.735028, long:-73.998538, alt116, time(sec): 104.1762318611145
Item: 1296, Location ID: nrJq_n5rkQYaNhS2VL0whQ_40.745063_-74.001913, lat:40.745063, long:-74.001913, alt111, time(sec): 100.19291067123413
Item: 1297, Location ID: p_awE6pRGPV1Yt40csPyhA_40.782616_-73.979179, lat:40.782616, long:-73.979179, alt139, time(sec): 106.2001576423645
Item: 1298, Location ID: LX-eFdAEmHRYAF8IoS-3AQ_40.776665_-73.949522, lat:40.776665, long:-73.949522, alt120, time(sec): 102.19139289855957
Item: 1299, Location ID: SXGSXvlpwGXy6CB1gHDEIQ_40.733174_-73.996722, lat:40.733174, long:-73.996722, alt119, time(sec): 107.19882011413574
Item: 1300, Location ID: MsB3wo9vsrQtU6OLeW5dpg_40.711500_-73.996827, lat:40.7115, long:-73.996827, alt109, time(sec): 131.18824291229248
Item: 1301, Location ID: r4D7ahFg6jDwDGNiNtCpxw_40.746682_-73.976386, lat:40.746682, long:-73.976386, alt120, time(sec): 237.1749143600464
Item: 1302, Location ID: dbcI3bNfQtH5tLOHOMIY9g_40.755639_-74.003660, lat:40.755639, long:-74.00366, alt102, time(sec): 274.1732885837555
Item: 1303, Location ID: z6ES547DSB2ot9nvAiMITQ_40.733750_-73.992377, lat:40.73375, long:-73.992377, alt126, time(sec): 508.18647170066833
Item: 1304, Location ID: GbbZZ8vaGZQSj5W3CXWqAg_40.753779_-73.997204, lat:40.753779, long:-73.997204, alt133, time(sec): 778.2331523895264
Item: 1305, Location ID: TErc5PKVTWFX_xazJV7ZAQ_40.721369_-73.979866, lat:40.721369, long:-73.979866, alt114, time(sec): 597.2158417701721
Item: 1306, Location ID: 6uDnxYCk2jEMbJb3Zq4C-w_40.722643_-73.991545, lat:40.722643, long:-73.991545, alt113, time(sec): 717.2479114532471
Item: 1307, Location ID: MWHwl-JhU-3uECckdRpH5g_40.729635_-74.004698, lat:40.729635, long:-74.004698, alt105, time(sec): 338.1833927631378
Item: 1308, Location ID: on3_JGKvFqe2GuClnOmRyA_40.748219_-73.987990, lat:40.748219, long:-73.98799, alt113, time(sec): 114.17897605895996
Item: 1309, Location ID: xKK2a8RKk2l4J6i-PrYeyQ_40.750447_-73.979596, lat:40.750447, long:-73.979596, alt164, time(sec): 126.17528414726257
Item: 1310, Location ID: TpDS4wn29P3CB_mI-F-pQw_40.734519_-73.978726, lat:40.734519, long:-73.978726, alt119, time(sec): 102.19826650619507
Item: 1311, Location ID: hUe7OluNPVz3DtJIFuO0fA_40.724670_-73.992349, lat:40.72467, long:-73.992349, alt119, time(sec): 102.18344140052795
Item: 1312, Location ID: s_JAErmU3xwPDlk8lD5FrA_40.721413_-73.995554, lat:40.721413, long:-73.995554, alt117, time(sec): 97.2001383304596
Item: 1313, Location ID: 6t7k6c1y4s2cITzVllnbvQ_40.731951_-73.995634, lat:40.731951, long:-73.995634, alt123, time(sec): 104.20558428764343
Item: 1314, Location ID: F4ySleXx_VmRHtxg_WIrwg_40.755995_-74.004529, lat:40.755995, long:-74.004529, alt104, time(sec): 86.20462822914124
Item: 1315, Location ID: vBq7ERfZs6HQwZNnT2auhw_40.741327_-73.986983, lat:40.741327, long:-73.986983, alt110, time(sec): 115.18937659263611
Item: 1316, Location ID: ccOdegLtQsET9XbpGxG0lQ_40.765751_-73.996251, lat:40.765751, long:-73.996251, alt105, time(sec): 88.21102094650269
