ExpID: 1766172494
Start Location: 1072
Location: NewYork
Number of Location: 500
StartTime: 2025-12-19 14:28:14.607995

Item: 1072, Location ID: PQlwHPl2dXeztbLejV5KtA_40.747122_-73.989238, lat:40.747122, long:-73.989238, alt125, time(sec): 167.31462836265564
Item: 1073, Location ID: FT4Zp7ycTfKEdyAXzNSksQ_40.749082_-73.978271, lat:40.749082, long:-73.978271, alt128, time(sec): 408.4663128852844
Item: 1074, Location ID: aV5PnjDxMe0roshwwxpo0w_40.734201_-74.003402, lat:40.734201, long:-74.003402, alt117, time(sec): 449.50900530815125
Item: 1075, Location ID: oZEaohT5yavRl8dYcKH8Fg_40.755420_-74.003135, lat:40.75542, long:-74.003135, alt105, time(sec): 540.3484306335449
Item: 1076, Location ID: 90TM-vCjcOAg_euB6WAqww_40.729042_-74.008561, lat:40.729042, long:-74.008561, alt115, time(sec): 680.3221716880798
Item: 1077, Location ID: n882dgdXMw58HuBc3pqOow_40.726019_-73.977886, lat:40.726019, long:-73.977886, alt110, time(sec): 726.4641225337982
Item: 1078, Location ID: te3HezApl6p00nWuw3Jq8w_40.723206_-73.984224, lat:40.723206, long:-73.984224, alt114, time(sec): 657.3600480556488
Item: 1079, Location ID: 6vH1KKP_aHngzSCYKGcy9A_40.726813_-73.987109, lat:40.726813, long:-73.987109, alt117, time(sec): 122.50071787834167
Item: 1080, Location ID: UaBWQyy77eSxwbJbpZwrbg_40.769167_-73.969089, lat:40.769167, long:-73.969089, alt136, time(sec): 136.63600540161133
Item: 1081, Location ID: yCZYtTHetSjjIGR5U1fEXA_40.774496_-73.972093, lat:40.774496, long:-73.972093, alt128, time(sec): 116.51156377792358
Item: 1082, Location ID: 0FdUxzdeZ5joz8MhO3S7CA_40.749938_-73.998876, lat:40.749938, long:-73.998876, alt116, time(sec): 144.46693634986877
Item: 1083, Location ID: 2bdPFRVr2rQp109ZoR4-7w_40.721427_-73.999033, lat:40.721427, long:-73.999033, alt115, time(sec): 128.52921056747437
Item: 1084, Location ID: UNY3wvimZejHFOmmSpN_NA_40.720594_-74.007281, lat:40.720594, long:-74.007281, alt108, time(sec): 124.50850057601929
Item: 1085, Location ID: Sq_oxfrfixAUuwOuI-9NKA_40.775634_-73.958404, lat:40.775634, long:-73.958404, alt145, time(sec): 147.3440704345703
Item: 1086, Location ID: lsPbFdgbo81-zhoRohCSnw_40.739855_-73.982401, lat:40.739855, long:-73.982401, alt136, time(sec): 147.32823586463928
Item: 1087, Location ID: 4kpgpbndF6Z_lSZz5kwtEg_40.743017_-73.987172, lat:40.743017, long:-73.987172, alt111, time(sec): 144.38008785247803
Item: 1088, Location ID: BsRaM5UFWKdOs3meLmCxAQ_40.730704_-73.990841, lat:40.730704, long:-73.990841, alt151, time(sec): 137.30987095832825
Item: 1089, Location ID: LbOMiV3BWArMqGtpFM2eyw_40.718436_-74.015147, lat:40.718436, long:-74.015147, alt100, time(sec): 99.3650176525116
Item: 1090, Location ID: xTeoVmc8xhMjM2iXpK4atw_40.706491_-73.997240, lat:40.706491, long:-73.99724, alt100, time(sec): 93.38783121109009
Item: 1091, Location ID: ocCzNFL35R9LIufc9KUR5Q_40.717996_-73.989839, lat:40.717996, long:-73.989839, alt119, time(sec): 125.41567087173462
Item: 1092, Location ID: heoNtwEoQG0FBE4WRzo1Ow_40.778452_-73.949053, lat:40.778452, long:-73.949053, alt122, time(sec): 128.3685483932495
Item: 1093, Location ID: j1WiETdiIZjN5LDlSKlmhg_40.751972_-73.990877, lat:40.751972, long:-73.990877, alt116, time(sec): 154.3760449886322
Item: 1094, Location ID: Ie5aC-cLJiar9qq4P4z9Yw_40.767642_-73.953494, lat:40.767642, long:-73.953494, alt132, time(sec): 140.474853515625
Item: 1095, Location ID: btOujUwRtR7skbOb94UB_g_40.761500_-73.988106, lat:40.7615, long:-73.988106, alt126, time(sec): 139.34261465072632
Item: 1096, Location ID: jqwNWGYTL17RUDpyWCG6ew_40.755650_-73.988095, lat:40.75565, long:-73.988095, alt156, time(sec): 153.2776756286621
Item: 1097, Location ID: cVnJUWYdWjH9rGPdy1PbgQ_40.757982_-73.963172, lat:40.757982, long:-73.963172, alt135, time(sec): 143.36563205718994
Item: 1098, Location ID: YrngKyqpyG-iDw08spmpbA_40.748685_-73.981127, lat:40.748685, long:-73.981127, alt136, time(sec): 140.29238891601562
Item: 1099, Location ID: MaOM5SKvlTqKC_0pXr2JCA_40.782250_-73.978985, lat:40.78225, long:-73.978985, alt142, time(sec): 144.34094786643982
Item: 1100, Location ID: l7rpNHOlnFHHvz5chlmTlw_40.779470_-73.972309, lat:40.77947, long:-73.972309, alt125, time(sec): 123.40801644325256
Item: 1101, Location ID: UU-GFjTMZmMTCFM3Q1Y1FA_40.725469_-73.998972, lat:40.725469, long:-73.998972, alt118, time(sec): 135.3157434463501
Item: 1102, Location ID: 4JNInmeunnt4so1sKxu6Ig_40.747819_-73.998544, lat:40.747819, long:-73.998544, alt114, time(sec): 134.55826044082642
Item: 1103, Location ID: pQE0CriX3jIatB1wpe_jng_40.736778_-73.982270, lat:40.736778, long:-73.98227, alt117, time(sec): 137.4099462032318
Item: 1104, Location ID: 5VhiD51pqF1QZr7NV0mVEg_40.763914_-73.980250, lat:40.763914, long:-73.98025, alt121, time(sec): 169.33803367614746
Item: 1105, Location ID: WZBbJwoNbhwQ8fJJV91DjA_40.746675_-73.982448, lat:40.746675, long:-73.982448, alt159, time(sec): 132.26966500282288
Item: 1106, Location ID: cHhH9_JHLDE6w8_WxbnpXA_40.709792_-73.996083, lat:40.709792, long:-73.996083, alt123, time(sec): 101.44586706161499
Item: 1107, Location ID: 7ln1wMZ8TMDnsbXVrnteKA_40.753167_-74.003588, lat:40.753167, long:-74.003588, alt106, time(sec): 116.35201144218445
Item: 1108, Location ID: 98G3Gyb6KhL3JKbQTJDV8Q_40.726397_-74.001387, lat:40.726397, long:-74.001387, alt113, time(sec): 118.27835845947266
Item: 1109, Location ID: TCi6IOyc4OfSB7FNh2o-GA_40.745736_-73.977054, lat:40.745736, long:-73.977054, alt110, time(sec): 130.4795458316803
Item: 1110, Location ID: f9ioUiLKJ5rAj9YDVZsB3w_40.751873_-73.965510, lat:40.751873, long:-73.96551, alt107, time(sec): 107.43326568603516
Item: 1111, Location ID: 5un6bTS6PkThqS0qHVQTfA_40.731332_-74.002443, lat:40.731332, long:-74.002443, alt113, time(sec): 119.44196677207947
Item: 1112, Location ID: yzh8_NbZOVl4F30WB8pqcQ_40.758757_-73.981605, lat:40.758757, long:-73.981605, alt117, time(sec): 152.36687064170837
Item: 1113, Location ID: 9NQWPdc-kqqo2uqZ4sPW1w_40.752912_-73.971618, lat:40.752912, long:-73.971618, alt115, time(sec): 150.357759475708
Item: 1114, Location ID: OGw_hmP2qvNDTt49g143fg_40.777356_-73.954592, lat:40.777356, long:-73.954592, alt155, time(sec): 135.36378526687622
Item: 1115, Location ID: pOFfizY9vOwVQxhewI0X-Q_40.764334_-73.959591, lat:40.764334, long:-73.959591, alt135, time(sec): 131.35343861579895
Item: 1116, Location ID: dXmlrvxzGQ4ik8gLAD5GrQ_40.745754_-74.003547, lat:40.745754, long:-74.003547, alt114, time(sec): 124.49568057060242
Item: 1117, Location ID: Fw6X1b2HDMHmgPH4q3NtWw_40.747615_-74.001911, lat:40.747615, long:-74.001911, alt108, time(sec): 120.40878558158875
Item: 1118, Location ID: D4Lmh75GpccgjI86cXhevQ_40.715601_-73.994218, lat:40.715601, long:-73.994218, alt119, time(sec): 120.38630199432373
Item: 1119, Location ID: auJ8GRmc_acfjRq5Y4g9QQ_40.759961_-73.994148, lat:40.759961, long:-73.994148, alt113, time(sec): 131.33723616600037
Item: 1120, Location ID: Dp0U2Ule6ZtgUAHjA7DApQ_40.763807_-73.988737, lat:40.763807, long:-73.988737, alt123, time(sec): 122.39397072792053
Item: 1121, Location ID: 40THwJLhdwSnBeXlQeE7XQ_40.732302_-73.992802, lat:40.732302, long:-73.992802, alt129, time(sec): 121.37779545783997
Item: 1122, Location ID: mJtdkHUqiRjV_5WFMCuo1g_40.756877_-73.986850, lat:40.756877, long:-73.98685, alt120, time(sec): 161.3765995502472
Item: 1123, Location ID: r2A_bwZKLi-trEPUHeizQw_40.742722_-74.005458, lat:40.742722, long:-74.005458, alt115, time(sec): 121.59621167182922
Item: 1124, Location ID: HTPc7ytIIzFdwCPqxVDvzg_40.765747_-73.980532, lat:40.765747, long:-73.980532, alt123, time(sec): 141.46491980552673
Item: 1125, Location ID: 5HnpivclucAeg-zYGbka7Q_40.701937_-74.014726, lat:40.701937, long:-74.014726, alt103, time(sec): 96.4057297706604
Item: 1126, Location ID: UYMU911WAFjUaaEkEzJK5Q_40.751327_-74.001166, lat:40.751327, long:-74.001166, alt117, time(sec): 131.53066110610962
Item: 1127, Location ID: 9bzfJ04laPI8vAJXRkgsKw_40.742193_-73.983338, lat:40.742193, long:-73.983338, alt133, time(sec): 140.42542123794556
Item: 1128, Location ID: a2aArfFwgy9sCtynxO6v6w_40.732327_-73.984885, lat:40.732327, long:-73.984885, alt114, time(sec): 124.28988695144653
Item: 1129, Location ID: D1QWSSISiNur7Bvrm9tn-w_40.755136_-73.992649, lat:40.755136, long:-73.992649, alt124, time(sec): 142.4342484474182
Item: 1130, Location ID: sfwE1-37o62KlS9MHNjkEQ_40.716363_-74.016444, lat:40.716363, long:-74.016444, alt100, time(sec): 97.35213541984558
