ExpID: 1766796240
Start Location: 0
Location: Chicago
Number of Location: 1000
StartTime: 2025-12-26 19:44:00.626527

Item: 0, Location ID: tp1iUiiP8sONUUy1Hrv0LQ_41.854085_-87.671646, lat:41.854085, long:-87.671646, alt283, time(sec): 97.31219029426575
Item: 1, Location ID: 2VPXXgtHmKODGS-V_keOeA_41.867887_-87.627404, lat:41.867887, long:-87.627404, alt289, time(sec): 113.20661449432373
Item: 2, Location ID: SrjRXSnhW6aljfpBJlwyAQ_41.866921_-87.657849, lat:41.866921, long:-87.657849, alt284, time(sec): 101.23165130615234
Item: 3, Location ID: bymtcHjE0QNo3_cZSeg9wA_41.891688_-87.626573, lat:41.891688, long:-87.626573, alt289, time(sec): 138.1986174583435
Item: 4, Location ID: F48Q4CWpnYrgmvw8wKcwvA_41.858590_-87.630323, lat:41.85859, long:-87.630323, alt281, time(sec): 100.21910500526428
Item: 5, Location ID: D3lB5bNv_CKNFzIoR3qhHg_41.886746_-87.651828, lat:41.886746, long:-87.651828, alt280, time(sec): 110.2114360332489
Item: 6, Location ID: jegyX8tyRk7eocFZKSEV8w_41.884276_-87.661981, lat:41.884276, long:-87.661981, alt283, time(sec): 104.20069432258606
Item: 7, Location ID: sQFoqO1ij9vTd2W5u2kE0g_41.867047_-87.629449, lat:41.867047, long:-87.629449, alt282, time(sec): 102.20695924758911
Item: 8, Location ID: 33JOO6l2F-ql7xxZp0nMMw_41.877676_-87.666595, lat:41.877676, long:-87.666595, alt281, time(sec): 100.18991303443909
Item: 9, Location ID: u-feUGKTHi9EmvTxBFqkxg_41.880169_-87.630829, lat:41.880169, long:-87.630829, alt365, time(sec): 152754.75981497765
Item: 10, Location ID: yNxYfrfmdzL8wEv7u31PoQ_41.856020_-87.648465, lat:41.85602, long:-87.648465, alt283, time(sec): 63.48672604560852
Item: 11, Location ID: X2a_EeLuvcVWjSl2Tfcc9g_41.875224_-87.646455, lat:41.875224, long:-87.646455, alt288, time(sec): 102.58352828025818
Item: 12, Location ID: 6Mzg1uk7_UzjcACkEEC_iw_41.878129_-87.631222, lat:41.878129, long:-87.631222, alt363, time(sec): 152.4156138896942
Item: 13, Location ID: vJrqwUc3rwlGZf0NMD_V5w_41.881927_-87.667970, lat:41.881927, long:-87.66797, alt284, time(sec): 97.38093638420105
Item: 14, Location ID: CsFJcnZ_ly_BSOiCNfVXbA_41.866746_-87.682497, lat:41.866746, long:-87.682497, alt297, time(sec): 93.41655540466309
Item: 15, Location ID: gwP_nWwaNpDrSLsXj0BWag_41.868937_-87.675238, lat:41.868937, long:-87.675238, alt280, time(sec): 98.52512311935425
Item: 16, Location ID: 98RCh7lLlBoQlQiFqaapJg_41.855337_-87.647080, lat:41.855337, long:-87.64708, alt283, time(sec): 95.4342839717865
Item: 17, Location ID: nqQRCo8WSyzTV30uukh7fQ_41.872912_-87.623739, lat:41.872912, long:-87.623739, alt296, time(sec): 114.33338809013367
Item: 18, Location ID: Ck_fym68m3SePh77t0_i5g_41.884515_-87.636987, lat:41.884515, long:-87.636987, alt283, time(sec): 126.3697578907013
Item: 19, Location ID: zjpXDWzVgCyBNTmr2Wy5ww_41.875484_-87.661160, lat:41.875484, long:-87.66116, alt277, time(sec): 98.4616687297821
Item: 20, Location ID: 8HBfBY-cANwYWMPDm4FBcg_41.894984_-87.622151, lat:41.894984, long:-87.622151, alt293, time(sec): 135.3159520626068
Item: 21, Location ID: ptB7HY8JY04SubIu7FvDpA_41.865517_-87.644409, lat:41.865517, long:-87.644409, alt280, time(sec): 95.52722001075745
Item: 22, Location ID: 6d5QzYdRhxr_aVexwVmGyA_41.891438_-87.625352, lat:41.891438, long:-87.625352, alt307, time(sec): 131.28962969779968
Item: 23, Location ID: JJ9ibZrBsbRBV3bLpIdFjg_41.877767_-87.642533, lat:41.877767, long:-87.642533, alt293, time(sec): 122.38101482391357
Item: 24, Location ID: f6SdylSt_SRWMnLaNAAMag_41.862480_-87.647364, lat:41.86248, long:-87.647364, alt281, time(sec): 96.48827242851257
Item: 25, Location ID: vAE9QhIkv6gHvj2xLkjCsg_41.884329_-87.619538, lat:41.884329, long:-87.619538, alt291, time(sec): 115.51399087905884
Item: 26, Location ID: uoXvW6t2N23rSpbV1ogkzg_41.875953_-87.647161, lat:41.875953, long:-87.647161, alt274, time(sec): 102.49416899681091
Item: 27, Location ID: wPLNukBg0gLJqyzCSyxdRQ_41.892566_-87.657657, lat:41.892566, long:-87.657657, alt286, time(sec): 101.59151721000671
Item: 28, Location ID: qE9bpxQp2Fomot9QV6MAHQ_41.865269_-87.683541, lat:41.865269, long:-87.683541, alt282, time(sec): 87.51822829246521
Item: 29, Location ID: hWljS7NolGF6irltqKzeSA_41.865255_-87.685641, lat:41.865255, long:-87.685641, alt279, time(sec): 81.55689430236816
Item: 30, Location ID: 7prDvoFtKvmG3QsdRF_vUQ_41.852161_-87.643919, lat:41.852161, long:-87.643919, alt284, time(sec): 94.56921935081482
Item: 31, Location ID: Ympuc4-PyqrwfyLku2SfKQ_41.878128_-87.649609, lat:41.878128, long:-87.649609, alt288, time(sec): 106.47861909866333
Item: 32, Location ID: v4sTudMJPHXLbdfnhd1rLQ_41.856701_-87.681790, lat:41.856701, long:-87.68179, alt282, time(sec): 88.40174388885498
Item: 33, Location ID: U2df4a54hJuLMFyJIewb3A_41.858795_-87.661905, lat:41.858795, long:-87.661905, alt285, time(sec): 94.49751925468445
Item: 34, Location ID: ZJqGGX8denxHjJOVrAS_Xg_41.869362_-87.622091, lat:41.869362, long:-87.622091, alt279, time(sec): 101.50740504264832
Item: 35, Location ID: Rkb0GEtQtW9Ua9mIjtKLFA_41.855822_-87.677706, lat:41.855822, long:-87.677706, alt283, time(sec): 91.57964634895325
