37.754004,-122.415355,18.0,118.0
37.766795,-122.401839,5.0,105.0
37.759553,-122.404428,75.0,175.0
37.741194,-122.398718,3.0,103.0
37.749336,-122.440135,119.0,219.0
37.739351,-122.435392,137.0,237.0
37.788539,-122.433804,58.0,158.0
37.784211,-122.440773,52.0,152.0
37.762095,-122.428455,25.0,125.0
37.769347,-122.444766,96.0,196.0
37.742191,-122.40368,3.0,103.0
37.771534,-122.442673,83.0,183.0
37.749616,-122.404318,5.0,105.0
37.749684,-122.4345,72.0,172.0
37.757254,-122.442332,113.0,213.0
37.786249,-122.400963,12.0,112.0
37.78593,-122.431573,46.0,146.0
37.786565,-122.444855,69.0,169.0
37.770494,-122.403304,6.0,106.0
37.75585,-122.392497,8.0,108.0
37.786381,-122.405154,31.0,131.0
37.759117,-122.41077,11.0,111.0
37.746917,-122.403335,4.0,104.0
37.778195,-122.420523,21.0,121.0
37.77321,-122.420845,19.0,119.0
37.75464,-122.434407,104.0,204.0
37.776033,-122.429912,44.0,144.0
37.753311,-122.42307,34.0,134.0
37.782358,-122.447767,90.0,190.0
37.773176,-122.422401,21.0,121.0
37.77781,-122.402412,2.0,102.0
37.770962,-122.413746,9.0,109.0
37.785704,-122.402681,19.0,119.0
37.775245,-122.410315,9.0,109.0
37.770811,-122.429577,40.0,140.0
37.769605,-122.391989,2.0,102.0
37.760602,-122.393419,48.0,148.0
37.770902,-122.438724,86.0,186.0
37.784178,-122.433274,44.0,144.0
37.757793,-122.433405,63.0,163.0
37.789434,-122.396001,8.0,108.0
37.751877,-122.403718,17.0,117.0
37.778177,-122.447035,91.0,191.0
37.741395,-122.412624,79.0,179.0
37.761928,-122.392439,26.0,126.0
37.785717,-122.421505,55.0,155.0
37.771331,-122.402251,8.0,108.0
37.760644,-122.438965,52.0,152.0
37.782218,-122.44192,71.0,171.0
37.780701,-122.423083,32.0,132.0
37.756222,-122.438945,113.0,213.0
37.755713,-122.435631,112.0,212.0
37.789565,-122.421107,54.0,154.0
37.739441,-122.400115,6.0,106.0
37.778285,-122.441965,81.0,181.0
37.762693,-122.431763,38.0,138.0
37.738391,-122.434216,112.0,212.0
37.766656,-122.43359,51.0,151.0
37.759372,-122.444966,108.0,208.0
37.752067,-122.421776,34.0,134.0
37.759921,-122.402117,77.0,177.0
37.746453,-122.434833,109.0,209.0
37.766459,-122.423772,15.0,115.0
37.747865,-122.406046,21.0,121.0
37.760529,-122.430532,35.0,135.0
37.770341,-122.412113,8.0,108.0
37.763476,-122.418563,10.0,110.0
37.787487,-122.433637,54.0,154.0
37.775179,-122.406923,9.0,109.0
37.763938,-122.421153,15.0,115.0
37.786791,-122.42034,52.0,152.0
37.773461,-122.421296,19.0,119.0
37.741898,-122.411334,74.0,174.0
37.768386,-122.420013,10.0,110.0
37.75733,-122.403264,50.0,150.0
37.754011,-122.416059,22.0,122.0
37.786283,-122.398827,8.0,108.0
37.789002,-122.397491,40.0,140.0
37.780418,-122.398919,6.0,106.0
37.786036,-122.449607,87.0,187.0
37.757971,-122.390237,11.0,111.0
37.772057,-122.427285,54.0,154.0
37.767441,-122.445601,113.0,213.0
37.761448,-122.425049,17.0,117.0
37.747748,-122.407526,20.0,120.0
37.743387,-122.3959,2.0,102.0
37.787449,-122.391258,24.0,124.0
37.780792,-122.42237,27.0,127.0
37.763154,-122.396612,27.0,127.0
37.769511,-122.391061,2.0,102.0
37.748098,-122.438233,116.0,216.0
37.76212,-122.415061,7.0,107.0
37.760607,-122.428322,29.0,129.0
37.783612,-122.437826,47.0,147.0
37.78743,-122.407718,32.0,132.0
37.759866,-122.425573,20.0,120.0
37.76079,-122.420039,15.0,115.0
37.778817,-122.415352,26.0,126.0
37.737691,-122.397487,11.0,111.0
37.775589,-122.392995,7.0,107.0
37.778757,-122.438647,68.0,168.0
37.751883,-122.424691,51.0,151.0
37.777279,-122.416065,38.0,138.0
37.756037,-122.435693,110.0,210.0
37.738403,-122.414858,61.0,161.0
37.739708,-122.409465,19.0,119.0
37.757498,-122.446393,167.0,267.0
37.742346,-122.444577,118.0,218.0
37.784084,-122.421125,53.0,153.0
37.746155,-122.419512,22.0,122.0
37.767792,-122.427988,33.0,133.0
37.740711,-122.439514,148.0,248.0
37.754088,-122.449711,214.0,314.0
37.787626,-122.420122,51.0,151.0
37.780349,-122.417906,49.0,149.0
37.760465,-122.433878,40.0,140.0
37.768259,-122.420296,9.0,109.0
37.785237,-122.400196,15.0,115.0
37.747266,-122.395412,0.0,100.0
37.788577,-122.436201,53.0,153.0
37.766679,-122.395045,5.0,105.0
37.790152,-122.416472,75.0,175.0
37.777112,-122.421326,18.0,118.0
37.759197,-122.395272,38.0,138.0
37.766588,-122.44435,132.0,232.0
37.783355,-122.394405,22.0,122.0
37.768064,-122.417839,6.0,106.0
37.774186,-122.407187,3.0,103.0
37.779056,-122.40639,8.0,108.0
37.760456,-122.446031,141.0,241.0
37.781871,-122.406503,16.0,116.0
37.777203,-122.408506,7.0,107.0
37.784194,-122.390488,10.0,110.0
37.755616,-122.41771,21.0,121.0
37.784257,-122.421331,54.0,154.0
37.744675,-122.437464,159.0,259.0
37.777956,-122.418316,25.0,125.0
37.788219,-122.409227,44.0,144.0
37.766079,-122.403256,6.0,106.0
37.746631,-122.415711,42.0,142.0
37.772804,-122.406061,8.0,108.0
37.784877,-122.404665,35.0,135.0
37.784565,-122.42794,56.0,156.0
37.779127,-122.442876,94.0,194.0
37.759182,-122.414769,9.0,109.0
37.788507,-122.423626,74.0,174.0
37.758321,-122.419001,19.0,119.0
37.75165,-122.441158,123.0,223.0
37.750729,-122.44557,206.0,306.0
37.739138,-122.430776,126.0,226.0
37.765291,-122.424238,23.0,123.0
37.771059,-122.392932,1.0,101.0
37.739176,-122.427594,78.0,178.0
37.743153,-122.443039,137.0,237.0
37.774308,-122.412301,16.0,116.0
37.754897,-122.398706,82.0,182.0
37.764201,-122.405441,26.0,126.0
37.753217,-122.441992,144.0,244.0
37.740366,-122.400574,5.0,105.0
37.767507,-122.439273,127.0,227.0
37.788904,-122.403558,37.0,137.0
37.764782,-122.418679,12.0,112.0
37.778468,-122.425769,27.0,127.0
37.753051,-122.442096,144.0,244.0
37.786938,-122.389807,11.0,111.0
37.790114,-122.423909,81.0,181.0
37.775157,-122.402491,5.0,105.0
37.774094,-122.405778,7.0,107.0
37.74208,-122.395244,3.0,103.0
37.777359,-122.418073,31.0,131.0
37.768059,-122.423635,17.0,117.0
37.779533,-122.398569,4.0,104.0
37.789472,-122.413985,76.0,176.0
37.748922,-122.406081,8.0,108.0
37.782488,-122.392359,23.0,123.0
37.758913,-122.414463,11.0,111.0
37.739624,-122.445527,182.0,282.0
37.760998,-122.428357,23.0,123.0
37.750428,-122.412811,20.0,120.0
37.767964,-122.433481,55.0,155.0
37.741121,-122.437759,193.0,293.0
37.771318,-122.399006,5.0,105.0
37.790237,-122.400865,42.0,142.0
37.739216,-122.443872,160.0,260.0
37.764759,-122.393359,0.0,100.0
37.782495,-122.40754,14.0,114.0
37.786417,-122.397649,12.0,112.0
37.74036,-122.414626,83.0,183.0
37.742668,-122.418518,63.0,163.0
37.775025,-122.426286,33.0,133.0
37.776791,-122.404598,5.0,105.0
37.75414,-122.440237,114.0,214.0
37.771855,-122.39206,3.0,103.0
37.789947,-122.418101,67.0,167.0
37.769834,-122.435575,66.0,166.0
37.787421,-122.394666,10.0,110.0
37.766233,-122.427579,30.0,130.0
37.788942,-122.42617,83.0,183.0
37.762141,-122.405856,33.0,133.0
37.772269,-122.413515,11.0,111.0
37.777129,-122.431497,48.0,148.0
37.736768,-122.403823,14.0,114.0
37.76391,-122.411323,16.0,116.0
37.779468,-122.409027,11.0,111.0
37.776831,-122.409024,8.0,108.0
37.744298,-122.416069,79.0,179.0
37.788341,-122.43088,75.0,175.0
37.764386,-122.404455,26.0,126.0
37.789269,-122.423453,71.0,171.0
37.756233,-122.432524,100.0,200.0
37.745243,-122.427801,47.0,147.0
37.75026,-122.438175,89.0,189.0
37.771194,-122.422484,17.0,117.0
37.782109,-122.394872,12.0,112.0
37.761895,-122.407284,19.0,119.0
37.762927,-122.428067,28.0,128.0
37.776522,-122.427969,32.0,132.0
37.774138,-122.420419,18.0,118.0
37.764514,-122.43285,44.0,144.0
37.748864,-122.431624,62.0,162.0
37.78598,-122.441473,55.0,155.0
37.783684,-122.42776,67.0,167.0
37.789797,-122.442534,78.0,178.0
37.75261,-122.445056,201.0,301.0
37.759254,-122.446454,147.0,247.0
37.776124,-122.408108,6.0,106.0
37.780305,-122.437167,43.0,143.0
37.762292,-122.405207,37.0,137.0
37.747818,-122.441948,168.0,268.0
37.749574,-122.416595,25.0,125.0
37.779465,-122.394574,8.0,108.0
37.77009,-122.423201,22.0,122.0
37.74607,-122.417591,38.0,138.0
37.74182,-122.448189,173.0,273.0
37.760489,-122.428502,33.0,133.0
37.738276,-122.412705,54.0,154.0
37.7651,-122.448088,106.0,206.0
37.78166,-122.405859,13.0,113.0
37.742744,-122.422113,35.0,135.0
37.755045,-122.424842,40.0,140.0
37.757416,-122.425947,53.0,153.0
37.775361,-122.405612,5.0,105.0
37.777324,-122.407122,8.0,108.0
37.769401,-122.429327,34.0,134.0
37.76164,-122.419331,10.0,110.0
37.771198,-122.405837,8.0,108.0
37.743609,-122.41836,65.0,165.0
37.742965,-122.39838,4.0,104.0
37.777604,-122.44749,87.0,187.0
37.758915,-122.414406,12.0,112.0
37.774243,-122.436142,64.0,164.0
37.785297,-122.445002,69.0,169.0
37.755747,-122.39785,89.0,189.0
37.765128,-122.416405,6.0,106.0
37.746277,-122.448227,176.0,276.0
37.75537,-122.423166,38.0,138.0
37.753917,-122.437655,91.0,191.0
37.763597,-122.426259,22.0,122.0
37.787214,-122.416981,48.0,148.0
37.788109,-122.442156,64.0,164.0
37.736695,-122.415407,43.0,143.0
37.763452,-122.435683,62.0,162.0
37.747265,-122.420252,28.0,128.0
37.73901,-122.403463,6.0,106.0
37.776463,-122.41885,24.0,124.0
37.75454,-122.433858,99.0,199.0
37.765875,-122.406354,6.0,106.0
37.740981,-122.416384,91.0,191.0
37.761398,-122.412041,9.0,109.0
37.77933,-122.434184,48.0,148.0
37.779935,-122.399929,6.0,106.0
37.766717,-122.419549,9.0,109.0
37.770045,-122.44684,82.0,182.0
37.737846,-122.440925,105.0,205.0
37.752907,-122.407795,17.0,117.0
37.745421,-122.438616,167.0,267.0
37.742432,-122.433048,80.0,180.0
37.757866,-122.390129,11.0,111.0
37.773421,-122.399674,6.0,106.0
37.776208,-122.417827,40.0,140.0
37.756643,-122.425589,55.0,155.0
37.737885,-122.439188,108.0,208.0
37.77197,-122.41754,13.0,113.0
37.786446,-122.402646,22.0,122.0
37.7597,-122.445694,124.0,224.0
37.77524,-122.428531,45.0,145.0
37.783482,-122.405627,16.0,116.0
37.740803,-122.439523,148.0,248.0
37.769117,-122.420082,12.0,112.0
37.775409,-122.393824,0.0,100.0
37.764508,-122.424164,19.0,119.0
37.769963,-122.417367,10.0,110.0
37.778139,-122.423286,22.0,122.0
37.741855,-122.436663,178.0,278.0
37.788,-122.435345,50.0,150.0
37.779853,-122.41679,16.0,116.0
37.78659,-122.428831,61.0,161.0
37.761534,-122.395469,51.0,151.0
37.775184,-122.413346,16.0,116.0
37.745267,-122.408354,60.0,160.0
37.745897,-122.420799,28.0,128.0
37.788904,-122.426451,85.0,185.0
37.789543,-122.430632,91.0,191.0
37.789084,-122.43725,64.0,164.0
37.747112,-122.397445,0.0,100.0
37.779957,-122.39652,7.0,107.0
37.778438,-122.448381,96.0,196.0
37.770016,-122.399484,4.0,104.0
37.776711,-122.431929,52.0,152.0
37.78646,-122.409716,45.0,145.0
37.741702,-122.43372,99.0,199.0
37.738265,-122.448079,198.0,298.0
37.768445,-122.40199,6.0,106.0
37.753088,-122.404963,19.0,119.0
37.782155,-122.411796,20.0,120.0
37.778322,-122.407576,7.0,107.0
37.745556,-122.389711,1.0,101.0
37.745343,-122.426117,40.0,140.0
